classification,orientation,distance,time
same,0.16098,0.001,0.00099 
same,0,0.004,0.00090 
same,0,0.002,0.00021 
same,0.1682,0.002,0.00024 
same,0,0.022,0.00171 
same,0.30426,0.016,0.00087 
same,0.14307,0.026,0.00114 
same,0.00644,0.076,0.01470 
same,0,0.003,0.00050 
same,0.21248,0.002,0.00026 
same,0,0.002,0.00026 
same,0.2446,0.091,0.00403 
same,0.10436,0.029,0.02327 
same,0.26292,0.103,0.01682 
same,0,0.003,0.00023 
same,0,0,0.00005 
same,0,0.003,0.00024 
same,0,0.007,0.00057 
same,0.23892,0.17,0.00393 
same,0.53891,0.084,0.00263 
same,0.04992,0.044,0.00317 
same,0.34437,0.001,0.00052 
same,0,0.001,0.00023 
same,0.37511,0.005,0.00107 
same,0,0.009,0.00087 
same,0.04987,0.36,0.01708 
same,0,0.03,0.00201 
same,0.15621,0.017,0.00114 
same,0,0.013,0.00114 
same,0,0.031,0.00261 
same,0.1409,0.009,0.00057 
same,0,0.032,0.00289 
same,0,0.005,0.00087 
same,0,0.018,0.00232 
same,0,0.005,0.00085 
same,0.17145,0.002,0.00303 
same,0.69644,0.107,0.27000 
same,0.15507,0,0.00026 
same,0.25094,0.18,0.09968 
same,0.02386,0.073,0.11849 
same,0,0,0.00024 
same,0,0,0.00003 
same,0,0,0.00031 
same,0,0,0.00023 
same,0,0,0.00003 
same,0,0,0.00031 
same,0,0,0.00024 
same,0,0,0.00021 
same,0,0.001,0.00007 
same,0,0,0.00003 
same,0,0,0.00038 
same,0,0,0.00021 
same,0,0,0.00002 
same,0.15979,0.001,0.00043 
same,0,0,0.00009 
same,0,0,0.00010 
same,0,0.001,0.00024 
same,0,0,0.00024 
same,0,0.001,0.00002 
same,0,0,0.00003 
same,0,0.001,0.00035 
same,0,0.001,0.00094 
same,0,0.001,0.00031 
same,0,0.001,0.00005 
same,0,0,0.00005 
same,0,0.001,0.00012 
same,0,0,0.00003 
same,0,0.001,0.00003 
same,0,0,0.00012 
same,0,0.001,0.00010 
same,0,0,0.00003 
same,0,0.001,0.00017 
same,0,0,0.00005 
same,0,0.001,0.00019 
same,0,0,0.00005 
same,0,0.001,0.00023 
same,0,0,0.00003 
same,0,0.001,0.00026 
same,0,0,0.00003 
same,0,0.001,0.00031 
same,0,0.001,0.00023 
same,0,0,0.00003 
same,0,0.001,0.00026 
same,0,0,0.00003 
same,0,0.001,0.00048 
same,0,0.001,0.00007 
same,0,0,0.00007 
same,0,0.001,0.00021 
same,0,0,0.00003 
same,0,0,0.00024 
same,0,0,0.00003 
same,0,0.001,0.00024 
same,0,0,0.00003 
same,0,0,0.00026 
same,0,0,0.00021 
same,0,0.001,0.00014 
same,0,0,0.00003 
same,0,0.001,0.00031 
same,0,0.001,0.00023 
same,0,0,0.00003 
same,0,0,0.00026 
same,0,0,0.00003 
same,0,0.001,0.00026 
same,0,0,0.00003 
same,0,0,0.00026 
same,0,0,0.00003 
same,0,0.001,0.00054 
same,0,0,0.00003 
same,0,0,0.00005 
same,0,0.001,0.00019 
same,0,0,0.00002 
same,0,0,0.00026 
same,0,0,0.00003 
same,0.14038,0,0.00026 
same,0,0,0.00003 
same,0,0.001,0.00024 
same,0,0,0.00031 
same,0,0,0.00003 
same,0,0,0.00026 
same,0,0,0.00003 
same,0,0.001,0.00023 
same,0,0,0.00003 
same,0,0,0.00031 
same,0,0,0.00036 
same,0,0.001,0.00016 
same,0,0,0.00003 
same,0,0,0.00045 
same,0,0,0.00005 
same,0,0.001,0.00007 
same,0,0,0.00003 
same,0,0,0.00005 
same,0,0.001,0.00021 
same,0,0,0.00003 
same,0,0,0.00024 
same,0,0,0.00005 
same,0,0,0.00021 
same,0,0,0.00005 
same,0,0,0.00023 
same,0,0,0.00007 
same,0,0,0.00005 
same,0,0,0.00009 
same,0,0,0.00009 
same,0,0,0.00005 
same,0,0,0.00003 
same,0,0.001,0.00021 
same,0,0,0.00003 
same,0,0,0.00003 
same,0,0,0.00021 
same,0,0,0.00003 
same,0,0,0.00045 
same,0.14032,0,0.00023 
same,0,0,0.00005 
same,0,0.001,0.00024 
same,0,0,0.00002 
same,0,0,0.00026 
same,0,0,0.00005 
same,0,0.001,0.00023 
same,0,0,0.00005 
same,0,0.001,0.00026 
same,0,0,0.00019 
same,0,0.001,0.00009 
same,0,0,0.00003 
same,0,0,0.00031 
same,0,0.001,0.00026 
same,0,0,0.00003 
same,0,0.001,0.00023 
same,0,0,0.00003 
same,0,0.001,0.00026 
same,0,0,0.00003 
same,0.14421,0.001,0.00026 
same,0,0,0.00003 
same,0,0.001,0.00045 
same,0,0.001,0.00023 
same,0,0,0.00005 
same,0,0.001,0.00021 
same,0,0,0.00003 
same,0,0.001,0.00021 
same,0,0,0.00003 
same,0,0.001,0.00023 
same,0,0,0.00003 
same,0,0.001,0.00024 
same,0,0,0.00021 
same,0,0.001,0.00007 
same,0,0,0.00003 
same,0,0.001,0.00026 
same,0,0,0.00005 
same,0,0.001,0.00024 
same,0,0,0.00003 
same,0,0.001,0.00024 
same,0,0,0.00003 
same,0,0.001,0.00024 
