classification,orientation,distance,time
same,0,0,0.00017 
same,0,0.003,0.00036 
same,0,0.002,0.00018 
same,0,0.002,0.00018 
same,0,0.002,0.00017 
same,0,0.003,0.00018 
same,0,0.003,0.00018 
same,0,0.003,0.00017 
same,0,0.013,0.00036 
same,0,0.008,0.00018 
same,0,0.009,0.00018 
same,0,0.01,0.00017 
same,0.20391,0.011,0.00018 
same,0,0.011,0.00017 
same,0,0.012,0.00018 
same,0.2015,0.011,0.00018 
same,0,0.011,0.00017 
same,0.20099,0.021,0.00036 
same,0,0.018,0.00035 
same,0,0.008,0.00018 
same,0.17738,0.006,0.00018 
same,0,0.005,0.00017 
same,0,0.005,0.00018 
same,0,0.004,0.00018 
same,0,0.003,0.00017 
same,0,0.002,0.00017 
same,0,0.002,0.00018 
same,0.21313,0.001,0.00017 
same,0,0.002,0.00063 
same,0,0,0.00018 
same,0.14788,0,0.00058 
same,0,0.001,0.00016 
same,0,0,0.00016 
same,0,0.001,0.00016 
same,0,0.004,0.00038 
same,0,0.003,0.00017 
same,0,0.004,0.00018 
same,0,0.01,0.00038 
same,0.17305,0.006,0.00016 
same,0,0.014,0.00036 
same,0.20654,0.008,0.00017 
same,0,0.008,0.00018 
same,0,0.008,0.00018 
same,0.19522,0.008,0.00017 
same,0,0.008,0.00018 
same,0,0.008,0.00018 
same,0,0.008,0.00017 
same,0,0.02,0.00057 
same,0,0.005,0.00016 
same,0,0.005,0.00016 
same,0,0.004,0.00018 
same,0,0.004,0.00018 
same,0,0.004,0.00018 
same,0.88213,0.225,0.12972 
same,0.45958,0.061,0.04297 
same,0,0.001,0.00038 
same,0.77715,0.618,0.02470 
same,0.52082,0.001,0.00018 
same,0.15143,0.001,0.00035 
same,0,0.001,0.00036 
same,0,0.001,0.00017 
same,0,0.002,0.00036 
same,0.14709,0.002,0.00018 
same,0,0.002,0.00017 
same,0,0.002,0.00018 
same,0,0.003,0.00017 
same,0,0.003,0.00018 
same,0,0.003,0.00018 
same,0,0.007,0.00035 
same,0,0.003,0.00018 
same,0,0.003,0.00018 
same,0,0.003,0.00017 
same,0,0.003,0.00018 
same,0,0.003,0.00018 
same,0,0.003,0.00018 
same,0,0.003,0.00017 
same,0,0.003,0.00018 
same,0,0.004,0.00018 
same,0,0.004,0.00017 
same,0,0.004,0.00018 
same,0,0.008,0.00035 
same,0,0.009,0.00036 
same,0,0.005,0.00017 
same,0.18481,0.005,0.00018 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0.006,0.00013 
same,0,0,0.00004 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00006 
same,0,0.006,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0.006,0.00008 
same,0,0,0.00003 
same,0,0.006,0.00015 
same,0,0,0.00002 
same,0,0.006,0.00015 
same,0,0,0.00005 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00004 
same,0,0.007,0.00003 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00006 
same,0,0,0.00002 
same,0,0.007,0.00003 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0.007,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00004 
same,0,0,0.00005 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0.007,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00004 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.007,0.00005 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.007,0.00003 
same,0,0,0.00006 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00003 
same,0.17099,0.007,0.00004 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00004 
same,0,0,0.00002 
same,0,0.007,0.00003 
same,0,0,0.00005 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00004 
same,0,0,0.00002 
same,0,0.007,0.00003 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00003 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0.006,0.00004 
same,0,0,0.00003 
same,0,0,0.00004 
same,0,0,0.00002 
same,0,0.006,0.00003 
same,0,0,0.00004 
same,0,0,0.00003 
same,0,0,0.00003 
same,0,0.006,0.00003 
same,0,0,0.00003 
same,0,0,0.00003 
same,0,0.006,0.00003 
same,0,0.006,0.00002 
same,0,0.006,0.00001 
same,0,0.006,0.00003 
same,0,0.006,0.00014 
same,0,0.006,0.00017 
same,0,0.006,0.00017 
same,0,0.005,0.00018 
same,0,0.005,0.00018 
same,0,0.005,0.00017 
same,0,0.004,0.00018 
same,0,0.007,0.00035 
same,0,0.003,0.00018 
same,0,0.003,0.00018 
same,0,0.002,0.00018 
same,0,0.002,0.00017 
same,0,0.001,0.00018 
same,0.15505,0.001,0.00017 
same,0,0.001,0.00018 
same,0,0.001,0.00054 
same,0,0.001,0.00016 
same,0.15829,0,0.00015 
same,0,0,0.00032 
same,0,0.001,0.00017 
same,0,0.001,0.00055 
same,0,0.001,0.00017 
same,0,0.001,0.00017 
same,0,0.001,0.00018 
same,0,0.002,0.00018 
same,0,0.001,0.00017 
same,0.16939,0.003,0.00036 
same,0,0.004,0.00038 
same,0.15469,0.002,0.00017 
same,0,0.003,0.00017 
same,0,0.006,0.00038 
same,0,0.003,0.00016 
same,0,0.004,0.00017 
same,0,0.004,0.00017 
same,0,0.008,0.00036 
same,0,0.009,0.00038 
same,0,0.005,0.00015 
same,0,0.005,0.00018 
same,0,0.005,0.00018 
same,0,0.005,0.00018 
same,0.16573,0.005,0.00017 
same,0,0.009,0.00036 
same,0,0.004,0.00017 
same,0.14741,0.004,0.00018 
same,0,0.008,0.00036 
same,0,0.007,0.00038 
same,0,0.003,0.00016 
same,0,0.003,0.00018 
same,0,0.003,0.00018 
same,0,0.003,0.00017 
same,0.15398,0.002,0.00018 
same,0,0.002,0.00018 
same,0,0.002,0.00017 
same,0,0.002,0.00017 
same,0,0.002,0.00018 
same,0,0.002,0.00017 
same,0,0.004,0.00039 
same,0,0.002,0.00016 
same,0,0.004,0.00038 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00011 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00005 
same,0,0.002,0.00009 
same,0,0,0.00003 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00004 
same,0,0,0.00004 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00005 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00001 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00004 
same,0,0.002,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00004 
same,0,0.002,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00008 
same,0,0,0.00002 
same,0,0.002,0.00015 
same,0,0,0.00003 
same,0,0.001,0.00015 
same,0,0,0.00002 
same,0,0.001,0.00018 
same,0,0,0.00002 
same,0,0,0.00015 
same,0,0,0.00001 
same,0,0,0.00016 
same,0,0,0.00002 
same,0,0,0.00015 
same,0,0,0.00002 
same,0,0.001,0.00016 
same,0,0,0.00002 
same,0,0.001,0.00016 
same,0,0,0.00002 
same,0,0.002,0.00015 
same,0,0,0.00005 
same,0,0.002,0.00013 
same,0,0,0.00002 
same,0,0.003,0.00016 
same,0,0,0.00002 
same,0,0.003,0.00015 
same,0,0,0.00002 
same,0,0.003,0.00016 
same,0,0,0.00002 
same,0,0.004,0.00017 
same,0,0,0.00002 
same,0,0.004,0.00017 
same,0,0,0.00001 
same,0,0.004,0.00015 
same,0,0,0.00002 
same,0,0.004,0.00016 
same,0,0,0.00001 
same,0,0.004,0.00015 
same,0,0,0.00003 
same,0,0.005,0.00015 
same,0,0,0.00002 
same,0,0.005,0.00015 
same,0,0,0.00003 
same,0,0.005,0.00015 
same,0,0,0.00005 
same,0,0.006,0.00013 
same,0,0,0.00002 
same,0,0.006,0.00016 
same,0,0,0.00002 
same,0,0.006,0.00016 
same,0,0,0.00002 
same,0,0.006,0.00016 
same,0,0,0.00001 
same,0,0.006,0.00015 
same,0,0,0.00003 
same,0,0.006,0.00018 
same,0,0,0.00002 
same,0,0.006,0.00015 
same,0,0,0.00002 
same,0,0.006,0.00013 
same,0,0,0.00002 
same,0,0.005,0.00016 
same,0,0,0.00003 
same,0,0.005,0.00015 
same,0,0,0.00002 
same,0,0.005,0.00015 
same,0,0,0.00003 
same,0,0.005,0.00015 
same,0,0,0.00005 
same,0,0.004,0.00013 
same,0,0,0.00002 
same,0,0.004,0.00016 
same,0,0,0.00002 
same,0,0.004,0.00023 
same,0.14084,0.003,0.00014 
same,0,0,0.00002 
same,0,0.003,0.00014 
same,0,0,0.00001 
same,0,0.002,0.00016 
same,0,0,0.00004 
same,0,0.002,0.00013 
same,0,0,0.00002 
same,0,0.001,0.00017 
same,0,0,0.00001 
same,0,0,0.00016 
same,0,0,0.00002 
same,0,0.001,0.00016 
same,0,0,0.00002 
same,0,0.001,0.00015 
same,0,0,0.00002 
same,0,0.001,0.00018 
same,0,0,0.00002 
same,0.01773,0.126,0.00930 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0.002,0.00010 
same,0,0,0.00006 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00009 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.001,0.00003 
same,0,0,0.00003 
same,0,0,0.00005 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.001,0.00003 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00004 
same,0,0,0.00001 
same,0,0,0.00002 
same,0,0.001,0.00004 
same,0,0,0.00003 
same,0,0,0.00004 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0.001,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.001,0.00006 
same,0,0,0.00005 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00004 
same,0,0.002,0.00003 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00006 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00003 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00005 
same,0,0,0.00005 
same,0.15606,0.002,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.002,0.00004 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00005 
same,0,0,0.00003 
same,0,0.002,0.00004 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00004 
same,0,0.002,0.00009 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.001,0.00012 
same,0,0,0.00002 
same,0,0,0.00005 
same,0,0,0.00003 
same,0,0.001,0.00006 
same,0,0,0.00004 
same,0,0,0.00001 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0.001,0.00006 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00005 
same,0,0,0.00002 
same,0,0,0.00006 
same,0,0,0.00004 
same,0,0,0.00002 
same,0,0,0.00001 
same,0,0,0.00002 
same,0,0.001,0.00010 
same,0,0,0.00001 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00010 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0.001,0.00003 
same,0,0,0.00002 
same,0,0,0.00004 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00005 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00003 
same,0,0.001,0.00003 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00002 
same,0,0,0.00004 
different,0.42878,0.478,0.10058 
different,0.42878,0.478,0.10075 
same,0,0,0.00017 
different,0.42878,0.478,0.10154 
same,0,0,0.00079 
different,0.58424,0.478,0.10214 
same,0.15546,0,0.00060 
different,0.58424,0.478,0.10283 
same,0,0,0.00069 
different,0.58424,0.478,0.10313 
same,0,0,0.00030 
different,0.58424,0.478,0.10328 
same,0,0.001,0.00015 
different,0.58424,0.478,0.10344 
same,0,0,0.00016 
different,0.58424,0.478,0.10399 
same,0,0,0.00055 
different,0.58424,0.478,0.10415 
same,0,0,0.00016 
different,0.58424,0.478,0.10433 
same,0,0,0.00018 
different,0.58424,0.478,0.10492 
same,0,0,0.00059 
different,0.58424,0.478,0.10508 
same,0,0,0.00015 
different,0.58424,0.478,0.10523 
same,0,0,0.00015 
different,0.58424,0.478,0.10596 
same,0,0,0.00073 
different,0.58424,0.478,0.10613 
same,0,0,0.00017 
different,0.58424,0.478,0.10630 
same,0,0,0.00017 
different,0.58424,0.478,0.10648 
same,0,0,0.00018 
different,0.58424,0.478,0.10666 
same,0,0,0.00018 
different,0.58424,0.478,0.10685 
same,0,0,0.00018 
different,0.58424,0.478,0.10702 
same,0,0,0.00017 
different,0.58424,0.478,0.10720 
same,0,0,0.00018 
different,0.58424,0.478,0.10737 
same,0,0,0.00017 
different,0.58424,0.478,0.10774 
same,0,0,0.00036 
different,0.58424,0.478,0.10828 
same,0,0,0.00055 
different,0.58424,0.478,0.10846 
same,0,0,0.00017 
different,0.58424,0.478,0.10863 
same,0,0,0.00017 
different,0.58424,0.478,0.10881 
same,0,0,0.00018 
different,0.58424,0.478,0.10899 
same,0,0,0.00018 
different,0.58424,0.478,0.10916 
same,0,0,0.00017 
different,0.58424,0.478,0.10935 
same,0,0,0.00018 
different,0.58424,0.478,0.10970 
same,0,0,0.00035 
different,0.58424,0.478,0.10988 
same,0,0,0.00018 
different,0.58424,0.478,0.11024 
same,0,0,0.00035 
different,0.58424,0.478,0.11042 
same,0,0,0.00018 
different,0.58424,0.478,0.11097 
same,0,0,0.00055 
different,0.58424,0.478,0.11114 
same,0,0,0.00017 
different,0.58424,0.478,0.11131 
same,0,0,0.00017 
different,0.58424,0.478,0.11149 
same,0,0,0.00018 
different,0.58424,0.478,0.11168 
same,0,0,0.00018 
different,0.58424,0.478,0.11186 
same,0,0,0.00018 
different,0.58424,0.478,0.11203 
same,0,0,0.00017 
different,0.58424,0.478,0.11240 
same,0,0,0.00036 
different,0.58424,0.478,0.11257 
same,0,0,0.00017 
different,0.58424,0.478,0.11321 
same,0,0,0.00064 
different,0.58424,0.478,0.11338 
same,0,0,0.00017 
different,0.58424,0.478,0.11352 
same,0,0,0.00014 
different,0.58424,0.478,0.11366 
same,0,0,0.00014 
different,0.58424,0.478,0.11467 
same,0,0.001,0.00101 
different,0.58424,0.478,0.11482 
same,0,0,0.00015 
different,0.58424,0.478,0.11512 
same,0,0,0.00030 
different,0.58424,0.478,0.11572 
same,0,0,0.00060 
different,0.58424,0.478,0.11638 
same,0,0,0.00065 
different,0.58424,0.478,0.11653 
same,0,0,0.00015 
different,0.58424,0.478,0.11669 
same,0,0,0.00016 
different,0.58424,0.478,0.11687 
same,0,0,0.00018 
different,0.58424,0.478,0.11704 
same,0,0,0.00017 
different,0.58424,0.478,0.11723 
same,0,0,0.00018 
different,0.58424,0.478,0.11791 
same,0,0,0.00069 
different,0.58424,0.478,0.11805 
same,0,0,0.00014 
different,0.58424,0.478,0.11820 
same,0,0,0.00015 
different,0.58424,0.478,0.11836 
same,0,0,0.00016 
different,0.58424,0.478,0.11849 
same,0,0,0.00013 
different,0.58424,0.479,0.11865 
same,0,0.001,0.00016 
different,0.58424,0.479,0.11884 
same,0,0,0.00018 
different,0.58424,0.479,0.11902 
same,0,0,0.00018 
different,0.58424,0.479,0.11919 
same,0,0,0.00017 
different,0.42493,0.452,0.12653 
same,0.15931,0.03,0.00734 
different,0.42493,0.452,0.12710 
same,0,0,0.00057 
different,0.42493,0.452,0.12725 
same,0,0,0.00015 
different,0.67756,0.52,0.18599 
different,0.74737,0.59,0.05874 
different,0.67756,0.521,0.18617 
different,0.74737,0.587,0.05892 
same,0,0.004,0.00018 
different,0.67756,0.521,0.18635 
different,0.74737,0.584,0.05910 
same,0,0.004,0.00018 
different,0.67756,0.522,0.18654 
different,0.74737,0.582,0.05928 
same,0,0.004,0.00018 
different,0.67756,0.522,0.18671 
different,0.74737,0.579,0.05946 
same,0,0.004,0.00017 
different,0.67756,0.523,0.18689 
different,0.74737,0.577,0.05964 
same,0,0.004,0.00018 
different,0.67756,0.524,0.18706 
different,0.74737,0.575,0.05981 
same,0,0.003,0.00017 
different,0.67756,0.524,0.18724 
different,0.74737,0.573,0.05999 
same,0,0.003,0.00018 
different,0.67756,0.525,0.18743 
different,0.74737,0.571,0.06017 
same,0,0.003,0.00018 
different,0.51568,0.528,0.18778 
different,0.90925,0.564,0.06053 
same,0.16188,0.013,0.00035 
different,0.51568,0.528,0.18780 
different,0.90925,0.564,0.06055 
same,0,0,0.00002 
different,0.51568,0.53,0.18797 
different,0.90925,0.561,0.06072 
same,0,0.006,0.00017 
different,0.51568,0.53,0.18800 
different,0.90925,0.561,0.06074 
same,0,0,0.00002 
different,0.51568,0.53,0.18802 
different,0.90925,0.561,0.06077 
same,0,0,0.00002 
different,0.51568,0.532,0.18813 
different,0.90925,0.558,0.06088 
same,0,0.005,0.00012 
different,0.51568,0.532,0.18817 
different,0.90925,0.558,0.06092 
same,0,0,0.00003 
different,0.51568,0.532,0.18819 
different,0.90925,0.558,0.06094 
same,0,0,0.00002 
different,0.51568,0.532,0.18824 
different,0.90925,0.558,0.06099 
same,0,0,0.00005 
different,0.51568,0.533,0.18832 
different,0.90925,0.556,0.06107 
same,0,0.005,0.00008 
different,0.51568,0.533,0.18837 
different,0.90925,0.556,0.06112 
same,0,0,0.00005 
different,0.51568,0.533,0.18839 
different,0.90925,0.556,0.06114 
same,0,0,0.00002 
different,0.51568,0.534,0.18850 
different,0.90925,0.554,0.06125 
same,0,0.004,0.00011 
different,0.51568,0.534,0.18855 
different,0.90925,0.554,0.06130 
same,0,0,0.00005 
different,0.51568,0.534,0.18857 
different,0.90925,0.554,0.06132 
same,0,0,0.00002 
different,0.3628,0.536,0.18868 
different,0.06213,0.552,0.06143 
same,0.15288,0.004,0.00011 
different,0.3628,0.536,0.18869 
different,0.06213,0.552,0.06144 
same,0,0,0.00001 
different,0.3628,0.536,0.18873 
different,0.06213,0.552,0.06147 
same,0,0,0.00003 
different,0.3628,0.537,0.18885 
different,0.06213,0.55,0.06160 
same,0,0.003,0.00013 
