classification,orientation,distance,time
different,0.22469,0.222,0.08795 
same,0,0.003,0.00016 
different,0.22469,0.222,0.08800 
same,0,0,0.00006 
different,0.22469,0.219,0.08822 
same,0,0.003,0.00021 
different,0.22469,0.219,0.08824 
same,0,0,0.00003 
different,0.22469,0.217,0.08843 
same,0,0.003,0.00018 
different,0.22469,0.217,0.08847 
same,0,0,0.00004 
different,0.22469,0.215,0.08866 
same,0,0.003,0.00018 
different,0.22469,0.215,0.08870 
same,0,0,0.00004 
different,0.22469,0.213,0.08888 
same,0,0.003,0.00018 
different,0.22469,0.213,0.08893 
same,0,0,0.00004 
different,0.22469,0.211,0.08914 
same,0,0.003,0.00021 
different,0.22469,0.211,0.08923 
same,0,0,0.00009 
different,0.22469,0.209,0.08941 
same,0,0.002,0.00018 
different,0.22469,0.209,0.08944 
same,0,0,0.00003 
different,0.22469,0.207,0.08964 
same,0,0.002,0.00020 
different,0.22469,0.207,0.08967 
same,0,0,0.00003 
different,0.22469,0.206,0.08984 
same,0,0.002,0.00017 
different,0.22469,0.206,0.08988 
same,0,0,0.00004 
different,0.22469,0.204,0.09008 
same,0,0.002,0.00020 
different,0.22469,0.204,0.09012 
same,0,0,0.00004 
different,0.22469,0.202,0.09033 
same,0,0.002,0.00021 
different,0.22469,0.202,0.09038 
same,0,0,0.00004 
different,0.22469,0.2,0.09056 
same,0,0.002,0.00018 
different,0.22469,0.2,0.09059 
same,0,0,0.00003 
different,0.07694,0.199,0.09080 
same,0.14775,0.002,0.00021 
different,0.07694,0.199,0.09087 
same,0,0,0.00007 
different,0.07694,0.197,0.09103 
same,0,0.002,0.00016 
different,0.07694,0.197,0.09106 
same,0,0,0.00003 
different,0.07694,0.195,0.09134 
same,0,0.002,0.00028 
different,0.90509,0.193,0.09153 
same,0.17185,0.002,0.00018 
different,0.90509,0.193,0.09156 
same,0,0,0.00003 
different,0.90509,0.191,0.09176 
same,0,0.002,0.00020 
different,0.90509,0.191,0.09178 
same,0,0,0.00003 
different,0.90509,0.189,0.09201 
same,0,0.002,0.00023 
different,0.90509,0.189,0.09205 
same,0,0,0.00004 
different,0.90509,0.187,0.09224 
same,0,0.002,0.00018 
different,0.90509,0.187,0.09227 
same,0,0,0.00003 
different,0.90509,0.185,0.09247 
same,0,0.002,0.00020 
different,0.90509,0.185,0.09255 
same,0,0,0.00009 
different,0.90509,0.182,0.09272 
same,0,0.003,0.00017 
different,0.90509,0.182,0.09276 
same,0,0,0.00004 
different,0.90509,0.179,0.09296 
same,0,0.003,0.00020 
different,0.90509,0.179,0.09299 
same,0,0,0.00003 
different,0.90509,0.176,0.09316 
same,0,0.004,0.00017 
different,0.90509,0.176,0.09321 
same,0,0,0.00004 
different,0.90509,0.172,0.09342 
same,0,0.004,0.00021 
different,0.90509,0.172,0.09345 
same,0,0,0.00003 
different,0.90509,0.169,0.09365 
same,0,0.004,0.00020 
different,0.90509,0.169,0.09367 
same,0,0,0.00003 
different,0.90509,0.165,0.09389 
same,0,0.005,0.00021 
different,0.90509,0.165,0.09392 
same,0,0,0.00003 
different,0.90509,0.162,0.09413 
same,0,0.005,0.00021 
different,0.90509,0.162,0.09420 
same,0,0,0.00007 
different,0.74557,0.158,0.09434 
same,0.15952,0.005,0.00014 
different,0.74557,0.158,0.09439 
same,0,0,0.00004 
different,0.74557,0.155,0.09460 
same,0,0.005,0.00021 
different,0.74557,0.155,0.09464 
same,0,0,0.00004 
different,0.49357,0.153,0.09484 
same,0.252,0.004,0.00020 
different,0.49357,0.153,0.09488 
same,0,0,0.00004 
different,0.49357,0.151,0.09507 
same,0,0.004,0.00018 
different,0.49357,0.151,0.09510 
same,0,0,0.00003 
different,0.49357,0.149,0.09529 
same,0,0.004,0.00020 
different,0.49357,0.149,0.09534 
same,0,0,0.00004 
different,0.49357,0.148,0.09555 
same,0,0.004,0.00021 
different,0.49357,0.148,0.09558 
same,0,0,0.00003 
different,0.49357,0.147,0.09576 
same,0,0.004,0.00018 
different,0.49357,0.147,0.09585 
same,0,0,0.00009 
different,0.49357,0.146,0.09601 
same,0,0.004,0.00016 
different,0.49357,0.146,0.09603 
same,0,0,0.00003 
different,0.49357,0.146,0.09628 
same,0,0.003,0.00024 
different,0.49357,0.146,0.09630 
same,0,0,0.00003 
different,0.34492,0.146,0.09650 
same,0.14865,0.003,0.00020 
different,0.34492,0.146,0.09653 
same,0,0,0.00003 
different,0.34492,0.147,0.09674 
same,0,0.003,0.00021 
different,0.34492,0.147,0.09680 
same,0,0,0.00006 
different,0.34492,0.146,0.09697 
same,0,0.003,0.00017 
different,0.34492,0.146,0.09701 
same,0,0,0.00004 
different,0.34492,0.147,0.09720 
same,0,0.003,0.00018 
different,0.34492,0.147,0.09723 
same,0,0,0.00003 
different,0.34492,0.148,0.09743 
same,0,0.004,0.00020 
different,0.34492,0.148,0.09751 
same,0,0,0.00009 
different,0.10319,0.148,0.09768 
same,0.24173,0.003,0.00017 
different,0.10319,0.148,0.09771 
same,0,0,0.00003 
different,0.10319,0.149,0.09792 
same,0,0.003,0.00021 
different,0.10319,0.149,0.09795 
same,0,0,0.00003 
different,0.05094,0.15,0.09815 
same,0.15413,0.003,0.00020 
different,0.05094,0.15,0.09818 
same,0,0,0.00003 
different,0.05094,0.15,0.09838 
same,0,0.003,0.00020 
different,0.05094,0.15,0.09842 
same,0,0,0.00004 
different,0.05094,0.151,0.09861 
same,0,0.002,0.00018 
different,0.05094,0.151,0.09866 
same,0,0,0.00006 
different,0.05094,0.152,0.09885 
same,0,0.002,0.00018 
different,0.05094,0.152,0.09888 
same,0,0,0.00003 
different,0.05094,0.152,0.09909 
same,0,0.002,0.00021 
different,0.05094,0.152,0.09916 
same,0,0,0.00007 
different,0.05094,0.152,0.09933 
same,0,0.001,0.00017 
different,0.05094,0.152,0.09936 
same,0,0,0.00003 
different,0.05094,0.153,0.09957 
same,0,0.001,0.00021 
different,0.05094,0.153,0.09960 
same,0,0,0.00003 
different,0.05094,0.153,0.09982 
same,0,0.001,0.00021 
different,0.05094,0.153,0.09984 
same,0,0,0.00003 
different,0.05094,0.152,0.10006 
same,0,0.001,0.00021 
different,0.05094,0.152,0.10009 
same,0,0,0.00003 
different,0.05094,0.153,0.10027 
same,0,0.001,0.00018 
different,0.05094,0.153,0.10033 
same,0,0,0.00006 
different,0.05094,0.153,0.10053 
same,0,0,0.00020 
different,0.05094,0.153,0.10055 
same,0,0,0.00003 
different,0.05094,0.153,0.10074 
same,0,0,0.00018 
different,0.05094,0.153,0.10082 
same,0,0,0.00009 
different,0.05094,0.153,0.10098 
same,0,0,0.00016 
different,0.05094,0.153,0.10101 
same,0,0,0.00003 
different,0.05094,0.153,0.10124 
same,0,0.001,0.00023 
different,0.05094,0.153,0.10127 
same,0,0,0.00003 
different,0.05094,0.153,0.10145 
same,0,0,0.00018 
different,0.05094,0.153,0.10149 
same,0,0,0.00004 
different,0.05094,0.153,0.10171 
same,0,0,0.00021 
different,0.05094,0.153,0.10173 
same,0,0,0.00003 
different,0.05094,0.153,0.10193 
same,0,0,0.00020 
different,0.05094,0.153,0.10196 
same,0,0,0.00003 
different,0.71347,0.335,0.10217 
same,0.66253,0.192,0.00021 
same,0.60616,0.392,0.10384 
different,0.31963,0.428,0.00166 
same,0,0.003,0.00047 
different,0.31963,0.43,0.00213 
same,0,0.002,0.00023 
different,0.31963,0.431,0.00236 
same,0,0.003,0.00048 
different,0.31963,0.434,0.00284 
same,0.15144,0.003,0.00048 
different,0.16819,0.436,0.00333 
same,0,0.004,0.00024 
different,0.16819,0.439,0.00357 
same,0,0.007,0.00045 
different,0.16819,0.444,0.00402 
same,0,0.004,0.00030 
different,0.16819,0.447,0.00432 
same,0,0.004,0.00020 
different,0.16819,0.45,0.00452 
same,0,0,0.00003 
different,0.16819,0.45,0.00455 
same,0.16889,0.004,0.00037 
different,0.9993,0.453,0.00492 
same,0,0,0.00006 
different,0.9993,0.453,0.00498 
same,0,0.005,0.00006 
different,0.9993,0.456,0.00503 
same,0,0,0.00003 
different,0.9993,0.456,0.00506 
same,0,0.005,0.00016 
different,0.9993,0.46,0.00522 
same,0,0,0.00003 
different,0.9993,0.46,0.00525 
same,0,0.005,0.00020 
different,0.9993,0.463,0.00544 
same,0,0,0.00004 
different,0.9993,0.463,0.00549 
same,0,0.005,0.00020 
different,0.9993,0.466,0.00569 
same,0,0,0.00004 
different,0.9993,0.466,0.00573 
same,0,0.005,0.00018 
different,0.9993,0.47,0.00591 
same,0,0,0.00004 
different,0.9993,0.47,0.00596 
same,0,0.005,0.00021 
different,0.9993,0.473,0.00617 
same,0,0,0.00007 
different,0.9993,0.473,0.00624 
same,0,0.005,0.00016 
different,0.9993,0.477,0.00640 
same,0,0,0.00006 
different,0.9993,0.477,0.00645 
same,0,0.005,0.00020 
different,0.9993,0.48,0.00665 
same,0,0,0.00003 
different,0.9993,0.48,0.00668 
same,0,0.005,0.00018 
different,0.9993,0.483,0.00687 
same,0,0,0.00004 
different,0.9993,0.483,0.00691 
same,0,0.004,0.00021 
different,0.9993,0.486,0.00712 
same,0,0,0.00003 
different,0.9993,0.486,0.00715 
same,0,0.004,0.00023 
different,0.9993,0.489,0.00738 
same,0,0,0.00004 
different,0.9993,0.489,0.00742 
same,0.16258,0.004,0.00020 
different,0.16188,0.493,0.00762 
same,0,0,0.00003 
different,0.16188,0.493,0.00765 
same,0,0,0.00004 
different,0.16188,0.493,0.00769 
same,0,0.004,0.00020 
different,0.16188,0.495,0.00789 
same,0,0,0.00003 
different,0.16188,0.495,0.00792 
same,0,0,0.00006 
different,0.16188,0.495,0.00797 
same,0,0.004,0.00009 
different,0.16188,0.499,0.00806 
same,0,0,0.00004 
different,0.16188,0.499,0.00810 
same,0,0,0.00003 
different,0.16188,0.499,0.00813 
same,0,0.004,0.00020 
different,0.16188,0.501,0.00833 
same,0,0,0.00003 
different,0.16188,0.501,0.00836 
same,0,0,0.00004 
different,0.16188,0.501,0.00840 
same,0,0.004,0.00014 
different,0.16188,0.504,0.00854 
same,0,0,0.00004 
different,0.16188,0.504,0.00859 
same,0,0.004,0.00018 
different,0.16188,0.507,0.00877 
same,0,0,0.00003 
different,0.16188,0.507,0.00880 
same,0.14343,0.004,0.00021 
different,0.30531,0.51,0.00901 
same,0,0,0.00007 
different,0.30531,0.51,0.00908 
same,0,0.004,0.00018 
different,0.30531,0.513,0.00927 
same,0,0,0.00003 
different,0.30531,0.513,0.00930 
same,0,0.004,0.00020 
different,0.30531,0.516,0.00950 
same,0,0,0.00003 
different,0.30531,0.516,0.00952 
same,0,0.004,0.00020 
different,0.30531,0.519,0.00972 
same,0,0,0.00003 
different,0.30531,0.519,0.00975 
same,0,0.004,0.00023 
different,0.30531,0.521,0.00998 
same,0,0,0.00003 
different,0.30531,0.521,0.01001 
same,0,0.003,0.00021 
different,0.30531,0.524,0.01022 
same,0,0,0.00003 
different,0.30531,0.524,0.01025 
same,0,0,0.00003 
different,0.30531,0.524,0.01028 
same,0,0.003,0.00016 
different,0.30531,0.526,0.01043 
same,0,0,0.00004 
different,0.30531,0.526,0.01048 
same,0,0,0.00009 
different,0.30531,0.526,0.01056 
same,0.1474,0.003,0.00010 
different,0.15791,0.528,0.01066 
same,0,0,0.00004 
different,0.15791,0.528,0.01070 
same,0,0,0.00003 
different,0.15791,0.528,0.01073 
same,0,0.003,0.00023 
different,0.15791,0.53,0.01096 
same,0,0,0.00007 
different,0.15791,0.53,0.01103 
same,0,0,0.00004 
different,0.15791,0.53,0.01107 
same,0,0.003,0.00009 
different,0.15791,0.532,0.01116 
same,0,0,0.00003 
different,0.15791,0.532,0.01119 
same,0,0,0.00004 
different,0.15791,0.532,0.01123 
same,0,0.002,0.00016 
different,0.15791,0.533,0.01139 
same,0,0,0.00003 
different,0.15791,0.533,0.01141 
same,0,0,0.00004 
different,0.15791,0.533,0.01146 
same,0.20961,0.636,0.01935 
different,0.36752,0.131,0.03080 
same,0,0.002,0.00048 
different,0.36752,0.129,0.03129 
same,0,0.003,0.00072 
different,0.36752,0.127,0.03201 
same,0,0.001,0.00023 
different,0.36752,0.126,0.03224 
same,0,0.001,0.00024 
different,0.36752,0.125,0.03248 
same,0,0.002,0.00024 
different,0.36752,0.124,0.03272 
same,0,0.002,0.00023 
different,0.36752,0.122,0.03295 
same,0,0.002,0.00024 
different,0.36752,0.121,0.03319 
same,0.16194,0.002,0.00034 
different,0.20558,0.119,0.03353 
same,0,0.002,0.00014 
different,0.20558,0.118,0.03367 
same,0,0,0.00004 
different,0.20558,0.118,0.03372 
same,0,0.002,0.00018 
different,0.20558,0.116,0.03390 
same,0,0,0.00004 
different,0.20558,0.116,0.03394 
same,0,0.002,0.00021 
different,0.20558,0.114,0.03416 
same,0,0,0.00009 
different,0.20558,0.114,0.03424 
same,0,0,0.00004 
different,0.20558,0.114,0.03429 
same,0,0.001,0.00009 
different,0.20558,0.113,0.03437 
same,0,0,0.00007 
different,0.20558,0.113,0.03444 
same,0,0,0.00003 
different,0.20558,0.113,0.03447 
same,0,0.002,0.00014 
different,0.20558,0.111,0.03461 
same,0,0,0.00013 
different,0.20558,0.111,0.03474 
same,0,0.002,0.00011 
different,0.20558,0.11,0.03485 
same,0,0,0.00011 
different,0.20558,0.11,0.03497 
same,0,0.002,0.00013 
different,0.20558,0.108,0.03510 
same,0,0,0.00004 
different,0.20558,0.108,0.03514 
same,0,0.002,0.00020 
different,0.20558,0.106,0.03534 
same,0,0,0.00006 
different,0.20558,0.106,0.03539 
same,0.1536,0.001,0.00016 
different,0.35918,0.105,0.03555 
same,0,0,0.00004 
different,0.35918,0.105,0.03559 
same,0,0.002,0.00021 
different,0.35918,0.103,0.03581 
same,0,0,0.00004 
different,0.35918,0.103,0.03585 
same,0,0.001,0.00018 
different,0.35918,0.102,0.03603 
same,0,0,0.00004 
different,0.35918,0.102,0.03608 
same,0,0.001,0.00020 
different,0.35918,0.101,0.03628 
same,0,0,0.00003 
different,0.35918,0.101,0.03630 
same,0,0.001,0.00021 
different,0.35918,0.1,0.03652 
same,0,0,0.00013 
different,0.35918,0.1,0.03665 
same,0,0.001,0.00010 
different,0.35918,0.098,0.03674 
same,0,0,0.00006 
different,0.35918,0.098,0.03680 
same,0,0.001,0.00020 
different,0.35918,0.097,0.03700 
same,0,0,0.00003 
different,0.35918,0.097,0.03703 
same,0,0.001,0.00018 
different,0.35918,0.096,0.03721 
same,0,0,0.00004 
different,0.35918,0.096,0.03726 
same,0.18697,0.001,0.00020 
different,0.17221,0.095,0.03746 
same,0,0,0.00004 
different,0.17221,0.095,0.03750 
same,0,0.001,0.00020 
different,0.17221,0.094,0.03770 
same,0,0,0.00004 
different,0.17221,0.094,0.03774 
same,0.17771,0.001,0.00020 
different,0.9945,0.094,0.03794 
same,0,0,0.00003 
different,0.9945,0.094,0.03797 
same,0,0.001,0.00020 
different,0.9945,0.093,0.03817 
same,0,0,0.00009 
different,0.9945,0.093,0.03825 
same,0.17083,0.001,0.00016 
different,0.82367,0.091,0.03841 
same,0,0,0.00003 
different,0.82367,0.091,0.03844 
same,0,0.001,0.00023 
different,0.82367,0.09,0.03866 
same,0,0,0.00004 
different,0.82367,0.09,0.03871 
same,0,0.001,0.00017 
different,0.82367,0.089,0.03888 
same,0,0,0.00003 
different,0.82367,0.089,0.03891 
same,0,0.001,0.00023 
different,0.82367,0.088,0.03913 
same,0,0,0.00003 
different,0.82367,0.088,0.03916 
same,0,0.001,0.00018 
different,0.82367,0.087,0.03935 
same,0,0,0.00006 
different,0.82367,0.087,0.03940 
same,0,0.002,0.00018 
different,0.82367,0.085,0.03959 
same,0,0,0.00003 
different,0.82367,0.085,0.03962 
same,0,0.001,0.00021 
different,0.82367,0.084,0.03983 
same,0,0,0.00011 
different,0.82367,0.084,0.03994 
same,0,0.001,0.00013 
different,0.82367,0.083,0.04007 
same,0,0,0.00003 
different,0.82367,0.083,0.04010 
same,0.18348,0.001,0.00021 
different,0.00715,0.081,0.04031 
same,0,0,0.00003 
different,0.00715,0.081,0.04034 
same,0,0.001,0.00018 
different,0.00715,0.08,0.04053 
same,0,0,0.00006 
different,0.00715,0.08,0.04058 
same,0,0.001,0.00020 
different,0.00715,0.079,0.04078 
same,0,0,0.00003 
different,0.00715,0.079,0.04081 
same,0,0.001,0.00020 
different,0.00715,0.078,0.04101 
same,0,0,0.00006 
different,0.00715,0.078,0.04107 
same,0,0.001,0.00018 
different,0.00715,0.078,0.04125 
same,0,0,0.00003 
different,0.00715,0.078,0.04128 
same,0,0,0.00020 
different,0.00715,0.078,0.04148 
same,0,0,0.00011 
different,0.00715,0.078,0.04159 
same,0,0.001,0.00014 
different,0.00715,0.077,0.04173 
same,0,0,0.00004 
different,0.00715,0.077,0.04178 
same,0,0,0.00020 
different,0.00715,0.077,0.04198 
same,0,0,0.00009 
different,0.00715,0.077,0.04206 
same,0,0.001,0.00013 
different,0.00715,0.076,0.04219 
same,0,0,0.00004 
different,0.00715,0.076,0.04223 
same,0,0,0.00021 
different,0.00715,0.076,0.04244 
same,0,0,0.00004 
different,0.00715,0.076,0.04249 
same,0,0,0.00018 
different,0.00715,0.076,0.04267 
same,0,0,0.00004 
different,0.00715,0.076,0.04271 
same,0,0.001,0.00018 
different,0.00715,0.075,0.04290 
same,0,0,0.00024 
different,0.00715,0.075,0.04314 
same,0,0,0.00024 
different,0.00715,0.075,0.04338 
same,0,0.001,0.00047 
different,0.00715,0.076,0.04385 
same,0.17919,0,0.00048 
different,0.82796,0.076,0.04434 
same,0,0,0.00023 
different,0.82796,0.076,0.04456 
same,0,0.001,0.00024 
different,0.82796,0.075,0.04480 
same,0,0,0.00023 
different,0.82796,0.075,0.04503 
same,0,0.001,0.00024 
different,0.82796,0.075,0.04527 
same,0.1853,0.003,0.00118 
different,0.01326,0.074,0.04645 
same,0.14009,0.003,0.00142 
different,0.15335,0.074,0.04787 
same,0,0.003,0.00119 
different,0.15335,0.076,0.04907 
same,0,0,0.00023 
different,0.15335,0.076,0.04930 
same,0,0.001,0.00024 
different,0.15335,0.077,0.04954 
same,0,0,0.00024 
different,0.15335,0.077,0.04978 
same,0,0.001,0.00023 
different,0.15335,0.077,0.05001 
same,0,0.002,0.00098 
different,0.15335,0.078,0.05099 
same,0,0.004,0.00139 
different,0.15335,0.082,0.05238 
same,0,0.003,0.00074 
different,0.15335,0.085,0.05312 
same,0.16949,0.001,0.00023 
different,0.98386,0.086,0.05335 
same,0,0.001,0.00023 
different,0.98386,0.086,0.05357 
same,0,0.002,0.00048 
different,0.98386,0.088,0.05406 
same,0.17169,0.001,0.00024 
different,0.81217,0.089,0.05430 
same,0.18879,0.909,0.03319 
different,0.62338,0.836,0.08749 
same,0,0.001,0.00023 
different,0.62338,0.835,0.08772 
same,0,0.002,0.00024 
different,0.62338,0.834,0.08796 
same,0,0.003,0.00047 
different,0.62338,0.83,0.08843 
same,0,0.004,0.00048 
different,0.62338,0.827,0.08891 
same,0,0.002,0.00023 
different,0.62338,0.825,0.08914 
same,0,0.008,0.00047 
different,0.62338,0.818,0.08961 
same,0,0.009,0.00048 
different,0.62338,0.81,0.09009 
same,0,0.005,0.00023 
different,0.62338,0.807,0.09032 
same,0,0.005,0.00024 
different,0.62338,0.803,0.09056 
same,0,0.01,0.00047 
different,0.62338,0.795,0.09103 
same,0,0.015,0.00071 
different,0.62338,0.784,0.09174 
same,0,0.005,0.00024 
different,0.62338,0.78,0.09198 
same,0.15856,0.01,0.00048 
different,0.78194,0.773,0.09247 
same,0,0.005,0.00024 
different,0.78194,0.769,0.09271 
same,0,0.005,0.00023 
different,0.78194,0.765,0.09294 
same,0,0.006,0.00024 
different,0.78194,0.76,0.09318 
same,0,0.006,0.00024 
different,0.78194,0.756,0.09342 
same,0,0.007,0.00023 
different,0.78194,0.75,0.09365 
same,0.15854,0.022,0.00071 
different,0.94048,0.732,0.09436 
same,0,0.008,0.00024 
different,0.94048,0.725,0.09460 
same,0,0.018,0.00047 
different,0.94048,0.709,0.09507 
same,0,0.009,0.00024 
different,0.94048,0.702,0.09531 
same,0,0.009,0.00024 
different,0.94048,0.695,0.09555 
same,0,0.008,0.00023 
different,0.94048,0.688,0.09578 
same,0,0.008,0.00024 
different,0.94048,0.681,0.09602 
same,0.24645,0.017,0.00047 
different,0.69403,0.667,0.09649 
same,0,0.008,0.00024 
different,0.69403,0.66,0.09673 
same,0,0.007,0.00024 
different,0.69403,0.654,0.09697 
same,0.18871,0.006,0.00023 
different,0.50532,0.649,0.09720 
same,0,0.012,0.00048 
different,0.50532,0.639,0.09768 
same,0,0.006,0.00023 
different,0.50532,0.634,0.09791 
same,0,0.011,0.00050 
different,0.50532,0.625,0.09841 
same,0,0.005,0.00021 
different,0.50532,0.621,0.09862 
same,0,0.01,0.00050 
different,0.50532,0.612,0.09912 
same,0,0.005,0.00021 
different,0.50532,0.607,0.09933 
same,0,0.005,0.00024 
different,0.50532,0.602,0.09957 
same,0,0.005,0.00024 
different,0.50532,0.597,0.09982 
same,0,0.005,0.00024 
different,0.50532,0.593,0.10006 
same,0,0.005,0.00023 
different,0.50532,0.588,0.10028 
same,0,0.004,0.00024 
different,0.50532,0.584,0.10053 
same,0,0.009,0.00047 
different,0.50532,0.575,0.10100 
same,0,0.004,0.00024 
different,0.50532,0.572,0.10124 
same,0,0.008,0.00047 
different,0.50532,0.564,0.10171 
same,0,0.004,0.00024 
different,0.50532,0.56,0.10195 
same,0.14709,0.009,0.00047 
different,0.65241,0.55,0.10242 
same,0,0.005,0.00024 
different,0.65241,0.546,0.10266 
same,0,0.004,0.00024 
different,0.65241,0.542,0.10290 
same,0,0.004,0.00023 
different,0.65241,0.537,0.10313 
same,0,0.004,0.00023 
different,0.65241,0.533,0.10335 
same,0,0.008,0.00048 
different,0.65241,0.525,0.10384 
same,0.22289,0.003,0.00024 
different,0.42952,0.522,0.10408 
same,0,0.005,0.00047 
different,0.42952,0.517,0.10455 
same,0.1941,0.003,0.00048 
different,0.23542,0.514,0.10503 
same,0,0.001,0.00023 
different,0.23542,0.514,0.10526 
same,0,0.001,0.00024 
different,0.23542,0.513,0.10550 
same,0.1676,0,0.00023 
different,0.06782,0.513,0.10573 
same,0,0.001,0.00024 
different,0.06782,0.512,0.10597 
same,0,0.003,0.00213 
different,0.06782,0.513,0.10810 
different,0.03436,0.497,0.02552 
different,0.03346,0.49,0.13362 
different,0.03436,0.496,0.02570 
different,0.03346,0.491,0.13380 
same,0,0.001,0.00018 
different,0.03436,0.496,0.02579 
different,0.03346,0.491,0.13389 
same,0,0,0.00009 
different,0.03436,0.495,0.02590 
different,0.03346,0.491,0.13400 
same,0,0.002,0.00011 
different,0.03436,0.495,0.02594 
different,0.03346,0.491,0.13404 
same,0,0,0.00004 
different,0.03436,0.494,0.02613 
different,0.03346,0.493,0.13423 
same,0,0.003,0.00018 
different,0.03436,0.494,0.02617 
different,0.03346,0.493,0.13427 
same,0,0,0.00004 
different,0.21339,0.493,0.02635 
different,0.85443,0.494,0.13446 
same,0.17903,0.002,0.00018 
different,0.21339,0.493,0.02638 
different,0.85443,0.494,0.13448 
same,0,0,0.00003 
different,0.21339,0.493,0.02661 
different,0.85443,0.495,0.13471 
same,0,0.002,0.00023 
different,0.21339,0.493,0.02664 
different,0.85443,0.495,0.13474 
same,0,0,0.00003 
different,0.21339,0.493,0.02681 
different,0.85443,0.497,0.13491 
same,0,0.002,0.00017 
different,0.21339,0.493,0.02685 
different,0.85443,0.497,0.13495 
same,0,0,0.00004 
different,0.21339,0.492,0.02706 
different,0.85443,0.498,0.13517 
same,0,0.002,0.00021 
different,0.21339,0.492,0.02711 
different,0.85443,0.498,0.13521 
same,0,0,0.00004 
different,0.21339,0.493,0.02731 
different,0.85443,0.5,0.13541 
same,0,0.002,0.00020 
different,0.21339,0.493,0.02741 
different,0.85443,0.5,0.13551 
same,0,0,0.00010 
different,0.21339,0.492,0.02752 
different,0.85443,0.503,0.13562 
same,0,0.004,0.00011 
different,0.21339,0.492,0.02758 
different,0.85443,0.503,0.13568 
same,0,0,0.00006 
different,0.21339,0.492,0.02778 
different,0.85443,0.506,0.13588 
same,0,0.004,0.00020 
different,0.21339,0.492,0.02782 
different,0.85443,0.506,0.13592 
same,0,0,0.00004 
different,0.21339,0.491,0.02800 
different,0.85443,0.509,0.13611 
same,0,0.003,0.00018 
different,0.21339,0.491,0.02806 
different,0.85443,0.509,0.13616 
same,0,0,0.00006 
different,0.21339,0.491,0.02827 
different,0.85443,0.511,0.13638 
same,0,0.003,0.00021 
different,0.21339,0.491,0.02830 
different,0.85443,0.511,0.13640 
same,0,0,0.00003 
different,0.0616,0.491,0.02849 
different,0.00622,0.514,0.13659 
same,0.15179,0.003,0.00018 
different,0.0616,0.491,0.02853 
different,0.00622,0.514,0.13663 
same,0,0,0.00004 
different,0.0616,0.49,0.02871 
different,0.00622,0.516,0.13682 
same,0,0.003,0.00018 
different,0.0616,0.49,0.02876 
different,0.00622,0.516,0.13686 
same,0,0,0.00004 
different,0.0616,0.49,0.02900 
different,0.00622,0.518,0.13710 
same,0,0.003,0.00024 
different,0.0616,0.49,0.02907 
different,0.00622,0.518,0.13717 
same,0,0,0.00007 
different,0.0616,0.489,0.02920 
different,0.00622,0.52,0.13730 
same,0,0.003,0.00013 
different,0.0616,0.489,0.02925 
different,0.00622,0.52,0.13736 
same,0,0,0.00006 
different,0.0616,0.488,0.02945 
different,0.00622,0.522,0.13756 
same,0,0.003,0.00020 
different,0.0616,0.488,0.02948 
different,0.00622,0.522,0.13758 
same,0,0,0.00003 
different,0.0616,0.487,0.02968 
different,0.00622,0.524,0.13778 
same,0,0.003,0.00020 
