classification,orientation,distance,time
different,0.65855,0.578,0.22047 
same,0,0.003,0.00124 
different,0.65855,0.581,0.22172 
same,0,0.003,0.00131 
different,0.65855,0.583,0.22303 
same,0,0.003,0.00097 
different,0.65855,0.586,0.22400 
same,0,0.003,0.00131 
different,0.65855,0.588,0.22531 
same,0,0.003,0.00097 
different,0.65855,0.59,0.22627 
same,0,0.003,0.00173 
different,0.65855,0.592,0.22800 
same,0,0.003,0.00117 
different,0.65855,0.595,0.22918 
same,0,0.002,0.00083 
different,0.65855,0.596,0.23000 
same,0,0.002,0.00104 
different,0.65855,0.598,0.23104 
same,0,0.002,0.00104 
different,0.65855,0.6,0.23208 
same,0,0.004,0.00207 
different,0.65855,0.604,0.23415 
same,0,0,0.00021 
different,0.65855,0.604,0.23436 
same,0,0.002,0.00117 
different,0.65855,0.606,0.23553 
same,0,0.002,0.00124 
different,0.65855,0.608,0.23677 
same,0,0.002,0.00111 
different,0.65855,0.61,0.23788 
same,0,0.002,0.00111 
different,0.65855,0.612,0.23898 
same,0,0.002,0.00111 
different,0.65855,0.614,0.24009 
same,0,0.002,0.00173 
different,0.65855,0.616,0.24182 
same,0,0.002,0.00111 
different,0.65855,0.618,0.24292 
same,0,0.002,0.00090 
different,0.65855,0.62,0.24382 
same,0,0.005,0.00200 
different,0.65855,0.624,0.24582 
same,0,0,0.00007 
different,0.65855,0.624,0.24589 
same,0,0.003,0.00111 
different,0.65855,0.626,0.24700 
same,0,0.003,0.00180 
different,0.65855,0.628,0.24879 
same,0,0.003,0.00111 
different,0.65855,0.631,0.24990 
same,0,0.003,0.00083 
different,0.65855,0.633,0.25073 
same,0,0.003,0.00104 
different,0.65855,0.636,0.25176 
same,0,0.003,0.00104 
different,0.65855,0.638,0.25280 
same,0,0.006,0.00276 
different,0.65855,0.644,0.25556 
same,0,0.003,0.00111 
different,0.65855,0.646,0.25667 
same,0,0.003,0.00090 
different,0.65855,0.649,0.25756 
same,0,0.003,0.00111 
different,0.65855,0.651,0.25867 
same,0,0.003,0.00104 
different,0.65855,0.653,0.25970 
same,0,0.003,0.00111 
different,0.65855,0.655,0.26081 
same,0,0.003,0.00173 
different,0.65855,0.658,0.26254 
same,0,0.002,0.00111 
different,0.65855,0.659,0.26364 
same,0,0.002,0.00097 
different,0.65855,0.661,0.26461 
same,0,0.002,0.00104 
different,0.65855,0.662,0.26564 
same,0,0.002,0.00097 
different,0.65855,0.664,0.26661 
same,0,0.004,0.00228 
different,0.65855,0.667,0.26889 
same,0,0.002,0.00124 
different,0.65855,0.669,0.27013 
same,0,0.002,0.00104 
different,0.65855,0.67,0.27117 
same,0,0.002,0.00124 
different,0.65855,0.672,0.27241 
same,0,0.002,0.00111 
different,0.65855,0.674,0.27352 
same,0,0.002,0.00117 
different,0.65855,0.676,0.27469 
same,0,0.002,0.00193 
different,0.65855,0.678,0.27663 
same,0.15017,0.002,0.00090 
different,0.80872,0.68,0.27752 
same,0,0.002,0.00090 
different,0.80872,0.682,0.27842 
same,0,0.005,0.00214 
different,0.80872,0.685,0.28056 
same,0,0,0.00007 
different,0.80872,0.685,0.28063 
same,0,0.002,0.00097 
different,0.80872,0.687,0.28160 
same,0,0.003,0.00180 
different,0.80872,0.69,0.28340 
same,0,0.003,0.00111 
different,0.80872,0.692,0.28450 
same,0,0.003,0.00083 
different,0.80872,0.694,0.28533 
same,0,0.003,0.00104 
different,0.80872,0.696,0.28637 
same,0,0.003,0.00104 
different,0.80872,0.698,0.28740 
same,0,0.005,0.00235 
different,0.80872,0.702,0.28975 
same,0,0,0.00014 
different,0.80872,0.702,0.28989 
same,0,0.003,0.00104 
different,0.80872,0.704,0.29092 
same,0,0.002,0.00117 
different,0.80872,0.706,0.29210 
same,0,0.002,0.00104 
different,0.80872,0.709,0.29313 
same,0,0.002,0.00117 
different,0.80872,0.711,0.29431 
same,0,0.003,0.00117 
different,0.80872,0.713,0.29548 
same,0,0.002,0.00180 
different,0.80872,0.715,0.29728 
same,0,0.003,0.00104 
different,0.80872,0.718,0.29831 
same,0,0.003,0.00090 
different,0.80872,0.72,0.29921 
same,0,0.003,0.00104 
different,0.80872,0.723,0.30025 
same,0,0.003,0.00111 
different,0.80872,0.725,0.30135 
same,0,0.005,0.00214 
different,0.80872,0.73,0.30349 
same,0,0.002,0.00131 
different,0.80872,0.732,0.30481 
same,0,0.002,0.00104 
different,0.80872,0.734,0.30584 
same,0,0.002,0.00117 
different,0.80872,0.736,0.30702 
same,0,0.002,0.00111 
different,0.80872,0.738,0.30812 
same,0,0.002,0.00117 
different,0.80872,0.739,0.30930 
same,0,0.002,0.00180 
different,0.80872,0.741,0.31109 
same,0,0.002,0.00131 
different,0.80872,0.743,0.31241 
same,0,0.002,0.00111 
different,0.80872,0.744,0.31351 
same,0,0.002,0.00124 
different,0.80872,0.746,0.31475 
same,0,0.002,0.00256 
different,0.80872,0.747,0.31731 
same,0,0.002,0.00408 
different,0.80872,0.748,0.32138 
same,0,0.001,0.00035 
different,0.80872,0.749,0.32173 
same,0,0,0.00021 
different,0.80872,0.749,0.32194 
same,0,0.002,0.00083 
different,0.80872,0.751,0.32277 
same,0,0.002,0.00131 
different,0.80872,0.753,0.32408 
same,0,0,0.00104 
different,0.80872,0.753,0.32511 
same,0,0.003,0.00221 
different,0.80872,0.756,0.32732 
same,0,0,0.00014 
different,0.80872,0.756,0.32746 
same,0,0.002,0.00138 
different,0.80872,0.757,0.32884 
same,0,0.059,0.04718 
different,0.80872,0.816,0.37602 
same,0,0,0.00021 
different,0.80872,0.816,0.37623 
same,0,0.002,0.00055 
different,0.80872,0.818,0.37678 
same,0,0.002,0.00117 
different,0.80872,0.82,0.37795 
same,0,0.002,0.00124 
different,0.80872,0.822,0.37920 
same,0,0.003,0.00235 
different,0.80872,0.825,0.38154 
same,0,0.001,0.00124 
different,0.80872,0.826,0.38279 
same,0,0.001,0.00104 
different,0.80872,0.827,0.38382 
same,0,0.001,0.00124 
different,0.80872,0.828,0.38507 
same,0,0.001,0.00111 
different,0.80872,0.829,0.38617 
same,0,0.001,0.00104 
different,0.80872,0.829,0.38721 
same,0,0,0.00166 
different,0.80872,0.829,0.38887 
same,0,0.001,0.00062 
different,0.80872,0.83,0.38949 
same,0,0,0.00104 
different,0.80872,0.83,0.39052 
same,0,0.001,0.00117 
different,0.80872,0.831,0.39170 
same,0,0,0.00111 
different,0.80872,0.831,0.39280 
same,0,0,0.00235 
different,0.80872,0.831,0.39515 
same,0,0.001,0.00124 
different,0.80872,0.831,0.39639 
same,0,0,0.00159 
different,0.80872,0.831,0.39798 
same,0,0,0.00117 
different,0.80872,0.831,0.39916 
same,0,0.001,0.00117 
different,0.80872,0.83,0.40033 
same,0,0,0.00117 
different,0.80872,0.83,0.40151 
same,0,0,0.00180 
different,0.80872,0.83,0.40330 
same,0,0,0.00111 
different,0.80872,0.83,0.40441 
same,0,0.001,0.00124 
different,0.80872,0.83,0.40565 
same,0,0.001,0.00097 
different,0.80872,0.829,0.40662 
same,0.16284,0,0.00076 
different,0.97156,0.829,0.40738 
same,0.29133,0.001,0.00200 
different,0.26289,0.828,0.40938 
same,0,0,0.00014 
different,0.26289,0.828,0.40952 
same,0,0.001,0.00131 
different,0.26289,0.828,0.41083 
same,0,0.001,0.00097 
different,0.26289,0.827,0.41180 
same,0,0.001,0.00124 
different,0.26289,0.825,0.41304 
same,0,0.001,0.00111 
different,0.26289,0.824,0.41415 
same,0.16394,0.002,0.00117 
different,0.42683,0.822,0.41532 
same,0,0.001,0.00180 
different,0.42683,0.821,0.41712 
same,0,0.002,0.00111 
different,0.42683,0.819,0.41822 
same,0,0.002,0.00090 
different,0.42683,0.817,0.41912 
same,0.14345,0.002,0.00104 
different,0.28338,0.816,0.42015 
same,0,0.003,0.00228 
different,0.28338,0.812,0.42243 
same,0,0.002,0.00152 
different,0.28338,0.81,0.42395 
same,0,0.002,0.00117 
different,0.28338,0.808,0.42513 
same,0,0.002,0.00083 
different,0.28338,0.806,0.42596 
same,0,0.002,0.00111 
different,0.28338,0.804,0.42706 
same,0,0.002,0.00104 
different,0.28338,0.801,0.42810 
same,0,0.005,0.00200 
different,0.28338,0.797,0.43010 
same,0,0,0.00021 
different,0.28338,0.797,0.43031 
same,0,0.002,0.00124 
different,0.28338,0.794,0.43155 
same,0,0.003,0.00097 
different,0.28338,0.792,0.43252 
same,0,0.002,0.00124 
different,0.28338,0.789,0.43376 
same,0,0.003,0.00111 
different,0.28338,0.787,0.43487 
same,0,0.002,0.00117 
different,0.28338,0.784,0.43604 
same,0,0.003,0.00180 
different,0.28338,0.781,0.43784 
same,0,0.003,0.00111 
different,0.28338,0.779,0.43894 
same,0,0.003,0.00097 
different,0.28338,0.776,0.43991 
same,0.14417,0.003,0.00117 
different,0.42755,0.772,0.44108 
same,0,0.004,0.00090 
different,0.42755,0.769,0.44198 
same,0,0,0.00014 
different,0.42755,0.769,0.44212 
same,0,0.003,0.00145 
different,0.42755,0.766,0.44357 
same,0,0,0.00014 
different,0.42755,0.766,0.44371 
same,0,0.003,0.00097 
different,0.42755,0.763,0.44467 
same,0,0,0.00014 
different,0.42755,0.763,0.44481 
same,0,0.003,0.00090 
different,0.42755,0.759,0.44571 
same,0,0,0.00014 
different,0.42755,0.759,0.44585 
same,0,0.003,0.00090 
different,0.42755,0.756,0.44675 
same,0,0,0.00014 
different,0.42755,0.756,0.44688 
same,0,0.007,0.00166 
different,0.42755,0.749,0.44854 
same,0,0,0.00021 
different,0.42755,0.749,0.44875 
same,0.14809,0.003,0.00124 
different,0.27946,0.746,0.44999 
same,0,0.003,0.00124 
different,0.27946,0.743,0.45124 
same,0,0.003,0.00097 
different,0.27946,0.74,0.45220 
same,0,0.003,0.00111 
different,0.27946,0.736,0.45331 
same,0,0.004,0.00180 
different,0.27946,0.733,0.45510 
same,0,0.004,0.00097 
different,0.27946,0.729,0.45607 
same,0,0.004,0.00117 
different,0.27946,0.726,0.45725 
same,0,0.003,0.00097 
different,0.27946,0.723,0.45821 
same,0,0.003,0.00097 
different,0.27946,0.72,0.45918 
same,0,0.003,0.00111 
different,0.27946,0.717,0.46028 
same,0,0.005,0.00290 
different,0.27946,0.713,0.46319 
same,0,0.002,0.00111 
different,0.27946,0.711,0.46429 
same,0,0.001,0.00090 
different,0.27946,0.71,0.46519 
same,0,0.001,0.00097 
different,0.27946,0.709,0.46616 
same,0,0.001,0.00117 
different,0.27946,0.708,0.46733 
same,0,0.001,0.00200 
different,0.27946,0.708,0.46933 
same,0,0,0.00014 
different,0.27946,0.708,0.46947 
same,0,0.001,0.00131 
different,0.27946,0.707,0.47078 
same,0,0,0.00359 
different,0.27946,0.707,0.47437 
same,0.16029,0,0.00124 
different,0.11917,0.707,0.47562 
same,0,0,0.00193 
different,0.11917,0.707,0.47755 
same,0,0,0.00035 
different,0.11917,0.707,0.47790 
same,0,0,0.00014 
different,0.11917,0.707,0.47804 
same,0.18194,0,0.00111 
different,0.93723,0.707,0.47914 
same,0,0.001,0.00097 
different,0.93723,0.708,0.48011 
same,0,0.001,0.00131 
different,0.93723,0.709,0.48142 
same,0,0.002,0.00124 
different,0.93723,0.711,0.48266 
same,0.14888,0.004,0.00214 
different,0.78835,0.714,0.48480 
same,0,0.002,0.00131 
different,0.78835,0.716,0.48612 
same,0,0.002,0.00104 
different,0.78835,0.718,0.48715 
same,0,0.002,0.00104 
different,0.78835,0.721,0.48819 
same,0,0.003,0.00104 
different,0.78835,0.723,0.48923 
same,0,0.002,0.00159 
different,0.78835,0.725,0.49081 
same,0,0.002,0.00104 
different,0.78835,0.727,0.49185 
same,0,0.002,0.00111 
different,0.78835,0.729,0.49295 
same,0,0.001,0.00097 
different,0.78835,0.73,0.49392 
same,0,0.001,0.00104 
different,0.78835,0.731,0.49496 
same,0,0.001,0.00097 
different,0.78835,0.732,0.49592 
same,0,0.001,0.00283 
different,0.78835,0.734,0.49876 
same,0,0,0.00111 
different,0.78835,0.734,0.49986 
same,0,0.001,0.00090 
different,0.78835,0.735,0.50076 
same,0,0.001,0.00111 
different,0.78835,0.735,0.50186 
same,0,0,0.00097 
different,0.78835,0.735,0.50283 
same,0,0.001,0.00173 
different,0.78835,0.735,0.50456 
same,0,0,0.00104 
different,0.78835,0.735,0.50559 
same,0,0,0.00111 
different,0.78835,0.735,0.50670 
same,0,0,0.00097 
different,0.78835,0.735,0.50767 
same,0,0,0.00111 
different,0.78835,0.735,0.50877 
same,0,0,0.00117 
different,0.78835,0.735,0.50995 
same,0,0,0.00483 
different,0.78835,0.735,0.51478 
same,0,0,0.00111 
different,0.78835,0.735,0.51589 
same,0.11783,0.093,0.19153 
different,0.90618,0.646,0.70742 
same,0,0.003,0.00111 
different,0.90618,0.649,0.70852 
same,0,0,0.00014 
different,0.90618,0.649,0.70866 
same,0,0.002,0.00104 
different,0.90618,0.651,0.70970 
same,0,0.002,0.00117 
different,0.90618,0.652,0.71087 
same,0,0.001,0.00117 
different,0.90618,0.653,0.71205 
same,0,0,0.00193 
different,0.90618,0.653,0.71398 
same,0,0,0.00007 
different,0.90618,0.653,0.71405 
same,0,0,0.00028 
different,0.90618,0.653,0.71433 
same,0,0,0.00014 
different,0.90618,0.653,0.71446 
same,0,0.001,0.00104 
different,0.90618,0.654,0.71550 
same,0,0,0.00117 
different,0.90618,0.654,0.71667 
same,0,0.001,0.00104 
different,0.90618,0.654,0.71771 
same,0,0.002,0.00186 
different,0.90618,0.652,0.71957 
same,0,0.002,0.00035 
different,0.90618,0.651,0.71992 
same,0,0,0.00014 
different,0.90618,0.651,0.72006 
same,0,0.002,0.00124 
different,0.90618,0.65,0.72130 
same,0,0.001,0.00111 
different,0.90618,0.65,0.72241 
same,0,0,0.00117 
different,0.90618,0.65,0.72358 
same,0,0,0.00007 
different,0.90618,0.65,0.72365 
same,0,0.001,0.00104 
different,0.90618,0.651,0.72469 
same,0,0.002,0.00131 
different,0.90618,0.652,0.72600 
same,0,0.002,0.00152 
different,0.90618,0.654,0.72752 
same,0,0.002,0.00076 
different,0.90618,0.656,0.72828 
same,0,0,0.00014 
different,0.90618,0.656,0.72842 
same,0,0.002,0.00104 
different,0.90618,0.657,0.72945 
same,0,0.003,0.00228 
different,0.90618,0.659,0.73173 
same,0,0,0.00111 
different,0.90618,0.659,0.73284 
same,0,0.002,0.00111 
different,0.90618,0.66,0.73394 
same,0,0.002,0.00117 
different,0.90618,0.659,0.73512 
same,0,0.002,0.00111 
different,0.90618,0.658,0.73622 
same,0,0.002,0.00207 
different,0.90618,0.657,0.73829 
same,0,0.001,0.00145 
different,0.90618,0.658,0.73974 
same,0,0,0.00014 
different,0.90618,0.658,0.73988 
same,0,0.001,0.00124 
different,0.90618,0.658,0.74112 
same,0,0,0.00021 
different,0.90618,0.658,0.74133 
same,0,0.001,0.00083 
different,0.90618,0.659,0.74216 
same,0,0,0.00021 
different,0.90618,0.659,0.74237 
same,0,0,0.00014 
different,0.90618,0.659,0.74251 
same,0,0,0.00021 
different,0.90618,0.659,0.74271 
same,0,0.002,0.00097 
different,0.90618,0.66,0.74368 
same,0,0,0.00014 
different,0.90618,0.66,0.74382 
same,0.88184,0.225,0.00035 
different,0.78802,0.507,0.74416 
same,0,0,0.00007 
different,0.78802,0.507,0.74423 
same,0,0.004,0.00124 
different,0.78802,0.503,0.74548 
same,0,0.005,0.00117 
different,0.78802,0.499,0.74665 
same,0,0.004,0.00104 
different,0.78802,0.495,0.74769 
same,0,0.003,0.00166 
different,0.78802,0.493,0.74934 
same,0,0.002,0.00035 
different,0.78802,0.492,0.74969 
same,0,0,0.00007 
different,0.78802,0.492,0.74976 
same,0,0,0.00021 
different,0.78802,0.492,0.74997 
same,0,0.004,0.00117 
different,0.78802,0.495,0.75114 
same,0.16879,0.023,0.00338 
different,0.95681,0.516,0.75452 
same,0,0.01,0.00111 
different,0.95681,0.526,0.75563 
same,0,0.009,0.00111 
different,0.95681,0.535,0.75673 
same,0,0,0.00007 
different,0.95681,0.535,0.75680 
same,0,0,0.00028 
different,0.95681,0.535,0.75708 
same,0.21056,0.008,0.00083 
different,0.16737,0.542,0.75791 
same,0,0,0.00014 
different,0.16737,0.542,0.75805 
same,0,0.004,0.00090 
different,0.16737,0.545,0.75894 
same,0,0,0.00014 
different,0.16737,0.545,0.75908 
same,0,0.009,0.00262 
different,0.16737,0.539,0.76171 
same,0,0.009,0.00111 
different,0.16737,0.531,0.76281 
same,0,0,0.00014 
different,0.16737,0.531,0.76295 
same,0.19587,0.01,0.00076 
different,0.9715,0.522,0.76371 
same,0,0,0.00007 
different,0.9715,0.522,0.76378 
same,0,0,0.00014 
different,0.9715,0.522,0.76392 
same,0,0.01,0.00083 
different,0.9715,0.512,0.76475 
same,0,0,0.00014 
different,0.9715,0.512,0.76488 
same,0,0.009,0.00097 
different,0.9715,0.504,0.76585 
same,0.15248,0.044,0.00808 
different,0.12398,0.547,0.77393 
same,0,0.014,0.00124 
different,0.12398,0.561,0.77518 
same,0,0,0.00090 
different,0.12398,0.561,0.77607 
same,0,0.011,0.00021 
different,0.12398,0.572,0.77628 
same,0,0,0.00028 
different,0.12398,0.572,0.77656 
same,0,0.006,0.00097 
different,0.12398,0.578,0.77752 
same,0,0.001,0.00111 
different,0.12398,0.579,0.77863 
same,0,0,0.00014 
different,0.12398,0.579,0.77877 
same,0.21459,0.005,0.00090 
different,0.33857,0.574,0.77967 
same,0,0.009,0.00173 
different,0.33857,0.565,0.78139 
same,0.14433,0.012,0.00111 
different,0.19424,0.553,0.78250 
same,0,0.013,0.00117 
different,0.19424,0.541,0.78367 
same,0.15376,0.012,0.00131 
different,0.04048,0.53,0.78498 
same,0,0.01,0.00166 
different,0.04048,0.52,0.78664 
same,0,0,0.00014 
different,0.04048,0.52,0.78678 
same,0,0.006,0.00104 
different,0.04048,0.515,0.78782 
same,0,0.002,0.00166 
different,0.04048,0.514,0.78947 
same,0.19648,0.006,0.00111 
different,0.23695,0.519,0.79058 
same,0,0,0.00014 
different,0.23695,0.519,0.79072 
same,0,0,0.00014 
different,0.23695,0.519,0.79086 
same,0,0.011,0.00062 
different,0.23695,0.529,0.79148 
same,0,0,0.00014 
different,0.23695,0.529,0.79161 
same,0,0.012,0.00090 
different,0.23695,0.541,0.79251 
same,0,0.013,0.00111 
different,0.23695,0.553,0.79362 
same,0,0,0.00007 
different,0.23695,0.553,0.79369 
same,0,0,0.00028 
different,0.23695,0.553,0.79396 
same,0,0,0.00007 
different,0.23695,0.553,0.79403 
same,0,0.012,0.00069 
different,0.23695,0.565,0.79472 
same,0,0,0.00014 
different,0.23695,0.565,0.79486 
same,0,0.008,0.00090 
different,0.23695,0.573,0.79576 
same,0,0,0.00014 
different,0.23695,0.573,0.79590 
same,0.17638,0.004,0.00104 
different,0.41333,0.576,0.79693 
same,0,0.001,0.00166 
different,0.41333,0.575,0.79859 
same,0,0.005,0.00069 
different,0.41333,0.57,0.79928 
same,0.24598,0.009,0.00097 
different,0.16735,0.561,0.80025 
same,0,0.011,0.00131 
different,0.16735,0.55,0.80156 
same,0,0,0.00007 
different,0.16735,0.55,0.80163 
same,0,0.011,0.00097 
different,0.16735,0.539,0.80260 
same,0.15191,0.01,0.00221 
different,0.01544,0.529,0.80481 
same,0,0.007,0.00014 
different,0.01544,0.522,0.80495 
same,0,0,0.00028 
different,0.01544,0.522,0.80522 
different,0.53171,0.364,0.87699 
different,0.53171,0.369,0.87830 
same,0,0.005,0.00131 
different,0.68004,0.373,0.87927 
same,0.14833,0.004,0.00097 
different,0.94113,0.375,0.88113 
same,0.26109,0.003,0.00186 
different,0.13167,0.379,0.88210 
same,0.19054,0.004,0.00097 
different,0.13167,0.383,0.88279 
same,0,0.004,0.00069 
different,0.13167,0.387,0.88389 
same,0,0.004,0.00111 
different,0.13167,0.391,0.88507 
same,0,0.004,0.00117 
different,0.13167,0.395,0.88652 
same,0,0.004,0.00145 
different,0.13167,0.402,0.88838 
same,0,0.007,0.00186 
different,0.13167,0.402,0.88852 
same,0,0,0.00014 
different,0.13167,0.404,0.88969 
same,0,0.002,0.00117 
different,0.13167,0.408,0.89080 
same,0,0.004,0.00111 
different,0.13167,0.411,0.89197 
same,0,0.003,0.00117 
different,0.13167,0.414,0.89329 
same,0,0.003,0.00131 
different,0.13167,0.417,0.89487 
same,0,0.003,0.00159 
different,0.13167,0.421,0.89550 
same,0,0.004,0.00062 
different,0.13167,0.423,0.89653 
same,0,0.003,0.00104 
different,0.13167,0.427,0.89771 
same,0,0.004,0.00117 
different,0.13167,0.43,0.89881 
same,0,0.003,0.00111 
different,0.13167,0.434,0.90033 
same,0,0.004,0.00152 
different,0.13167,0.439,0.90227 
same,0,0.008,0.00193 
different,0.13167,0.442,0.90351 
same,0,0.004,0.00124 
different,0.13167,0.445,0.90454 
same,0,0.004,0.00104 
different,0.95179,0.448,0.90586 
same,0.17988,0.004,0.00131 
different,0.73922,0.452,0.90696 
same,0.21257,0.004,0.00111 
different,0.73922,0.454,0.90883 
same,0,0.004,0.00186 
different,0.17311,0.457,0.90917 
same,0.56611,0.005,0.00035 
different,0.10035,0.598,0.92561 
different,0.27346,0.34,0.01644 
different,0.10035,0.6,0.92672 
different,0.27346,0.342,0.01754 
same,0,0.002,0.00111 
different,0.15116,0.601,0.92796 
different,0.02195,0.343,0.01879 
same,0.25151,0.001,0.00124 
different,0.15116,0.601,0.92810 
different,0.02195,0.343,0.01893 
same,0,0,0.00014 
different,0.15116,0.602,0.92913 
different,0.02195,0.344,0.01996 
same,0,0.001,0.00104 
different,0.15116,0.602,0.92927 
different,0.02195,0.344,0.02010 
same,0,0,0.00014 
different,0.15116,0.602,0.92934 
different,0.02195,0.344,0.02017 
same,0,0,0.00007 
different,0.15116,0.602,0.93024 
different,0.02195,0.344,0.02107 
same,0,0,0.00090 
different,0.15116,0.602,0.93038 
different,0.02195,0.344,0.02120 
same,0,0,0.00014 
different,0.15116,0.602,0.93045 
different,0.02195,0.344,0.02127 
same,0,0,0.00007 
different,0.15116,0.603,0.93203 
different,0.02195,0.345,0.02286 
same,0,0.001,0.00159 
different,0.15116,0.603,0.93217 
different,0.02195,0.345,0.02300 
same,0,0,0.00014 
different,0.15116,0.603,0.93231 
different,0.02195,0.345,0.02314 
same,0,0,0.00014 
different,0.15116,0.603,0.93252 
different,0.02195,0.345,0.02335 
same,0,0,0.00021 
different,0.15116,0.603,0.93259 
different,0.02195,0.345,0.02341 
same,0,0,0.00007 
different,0.15116,0.603,0.93286 
different,0.02195,0.345,0.02369 
same,0,0,0.00028 
different,0.15116,0.603,0.93307 
different,0.02195,0.345,0.02390 
same,0,0,0.00021 
different,0.15116,0.603,0.93376 
different,0.02195,0.345,0.02459 
same,0,0.001,0.00069 
different,0.15116,0.603,0.93390 
different,0.02195,0.345,0.02473 
same,0,0,0.00014 
different,0.15116,0.603,0.93404 
different,0.02195,0.345,0.02487 
same,0,0,0.00014 
different,0.32986,0.604,0.93583 
different,0.84325,0.346,0.02666 
same,0.1787,0.001,0.00180 
different,0.32986,0.604,0.93597 
different,0.84325,0.346,0.02680 
same,0,0,0.00014 
different,0.32986,0.604,0.93618 
different,0.84325,0.346,0.02701 
same,0,0,0.00021 
different,0.32986,0.604,0.93625 
different,0.84325,0.346,0.02708 
same,0,0,0.00007 
different,0.32986,0.604,0.93639 
different,0.84325,0.346,0.02721 
same,0,0,0.00014 
different,0.32986,0.604,0.93652 
different,0.84325,0.346,0.02735 
same,0,0,0.00014 
different,0.32986,0.604,0.93701 
different,0.84325,0.346,0.02784 
same,0,0,0.00048 
different,0.32986,0.604,0.93715 
different,0.84325,0.346,0.02797 
same,0,0,0.00014 
different,0.32986,0.604,0.93722 
different,0.84325,0.346,0.02804 
same,0,0,0.00007 
different,0.32986,0.604,0.93887 
different,0.84325,0.346,0.02970 
same,0,0,0.00166 
different,0.32986,0.604,0.93901 
different,0.84325,0.346,0.02984 
same,0,0,0.00014 
different,0.32986,0.604,0.93908 
different,0.84325,0.346,0.02991 
same,0,0,0.00007 
different,0.32986,0.603,0.93943 
different,0.84325,0.346,0.03025 
same,0,0.001,0.00035 
different,0.32986,0.603,0.93949 
different,0.84325,0.346,0.03032 
same,0,0,0.00007 
different,0.32986,0.603,0.93963 
different,0.84325,0.346,0.03046 
same,0,0,0.00014 
different,0.32986,0.603,0.93977 
different,0.84325,0.346,0.03060 
same,0,0,0.00014 
different,0.32986,0.603,0.94046 
different,0.84325,0.344,0.03129 
same,0,0.001,0.00069 
different,0.32986,0.603,0.94053 
different,0.84325,0.344,0.03136 
same,0,0,0.00007 
different,0.32986,0.603,0.94067 
different,0.84325,0.344,0.03150 
same,0,0,0.00014 
different,0.32986,0.602,0.94233 
different,0.84325,0.343,0.03315 
same,0,0.001,0.00166 
different,0.32986,0.602,0.94240 
different,0.84325,0.343,0.03322 
same,0,0,0.00007 
different,0.32986,0.601,0.94322 
different,0.84325,0.342,0.03405 
same,0,0.002,0.00083 
different,0.32986,0.601,0.94385 
different,0.84325,0.342,0.03467 
same,0,0,0.00062 
different,0.32986,0.6,0.94398 
different,0.84325,0.34,0.03481 
same,0,0.002,0.00014 
different,0.32986,0.6,0.94412 
different,0.84325,0.34,0.03495 
same,0,0,0.00014 
different,0.32986,0.6,0.94440 
different,0.84325,0.34,0.03523 
same,0,0,0.00028 
different,0.32986,0.599,0.94606 
different,0.84325,0.338,0.03688 
same,0,0.002,0.00166 
different,0.32986,0.599,0.94619 
different,0.84325,0.338,0.03702 
same,0,0,0.00014 
different,0.32986,0.599,0.94654 
different,0.84325,0.338,0.03737 
same,0,0,0.00035 
different,0.18986,0.599,0.94675 
