classification,orientation,distance,time
different,0.91276,0.502,0.09590 
same,0,0,0.00007 
different,0.91276,0.502,0.09628 
same,0,0,0.00037 
different,0.91276,0.504,0.09654 
same,0,0.002,0.00027 
different,0.91276,0.504,0.09662 
same,0,0,0.00007 
different,0.91276,0.504,0.09670 
same,0,0,0.00009 
different,0.91276,0.505,0.09690 
same,0,0.002,0.00020 
different,0.91276,0.505,0.09695 
same,0,0,0.00005 
different,0.91276,0.505,0.09702 
same,0,0,0.00007 
different,0.91276,0.507,0.09715 
same,0,0.002,0.00012 
different,0.91276,0.507,0.09720 
same,0,0,0.00005 
different,0.91276,0.507,0.09724 
same,0,0,0.00004 
different,0.11138,0.509,0.09750 
same,0.19862,0.002,0.00027 
different,0.11138,0.509,0.09756 
same,0,0,0.00005 
different,0.11138,0.509,0.09759 
same,0,0,0.00004 
different,0.11138,0.513,0.09814 
same,0,0.004,0.00055 
different,0.11138,0.513,0.09820 
same,0,0,0.00005 
different,0.11138,0.515,0.09825 
same,0,0.002,0.00005 
different,0.11138,0.515,0.09829 
same,0,0,0.00004 
different,0.11138,0.515,0.09832 
same,0,0,0.00004 
different,0.49071,0.44,0.09861 
different,0.62067,0.637,0.00028 
different,0.49071,0.44,0.09864 
different,0.62067,0.637,0.00032 
same,0,0,0.00004 
different,0.49071,0.44,0.09901 
different,0.62067,0.635,0.00069 
same,0,0.002,0.00037 
different,0.49071,0.44,0.09903 
different,0.62067,0.635,0.00071 
same,0,0,0.00002 
different,0.49071,0.438,0.09909 
different,0.62067,0.633,0.00076 
same,0,0.002,0.00005 
different,0.49071,0.438,0.09914 
different,0.62067,0.633,0.00082 
same,0,0,0.00005 
different,0.49071,0.437,0.09967 
different,0.62067,0.629,0.00135 
same,0,0.005,0.00053 
different,0.49071,0.437,0.09969 
different,0.62067,0.629,0.00137 
same,0,0,0.00002 
different,0.49071,0.436,0.09992 
different,0.62067,0.626,0.00160 
same,0,0.003,0.00023 
different,0.49071,0.436,0.10012 
different,0.62067,0.626,0.00179 
same,0,0,0.00020 
different,0.49071,0.436,0.10015 
different,0.62067,0.626,0.00183 
same,0,0,0.00004 
different,0.63943,0.435,0.10022 
different,0.47195,0.623,0.00190 
same,0.14872,0.003,0.00007 
different,0.63943,0.435,0.10026 
different,0.47195,0.623,0.00194 
same,0,0,0.00004 
different,0.63943,0.435,0.10031 
different,0.47195,0.623,0.00199 
same,0,0,0.00005 
different,0.63943,0.434,0.10052 
different,0.47195,0.62,0.00220 
same,0,0.003,0.00021 
different,0.63943,0.434,0.10054 
different,0.47195,0.62,0.00222 
same,0,0,0.00002 
different,0.63943,0.434,0.10058 
different,0.47195,0.62,0.00226 
same,0,0,0.00004 
different,0.63943,0.432,0.10115 
different,0.47195,0.613,0.00282 
same,0,0.007,0.00057 
different,0.63943,0.432,0.10136 
different,0.47195,0.613,0.00304 
same,0,0,0.00021 
different,0.44634,0.41,0.10141 
different,0.66504,0.579,0.00309 
same,0.19309,0.035,0.00005 
different,0.44634,0.41,0.10143 
different,0.66504,0.579,0.00311 
same,0,0,0.00002 
different,0.44634,0.41,0.10173 
different,0.66504,0.579,0.00341 
same,0,0,0.00030 
different,0.44634,0.41,0.10175 
different,0.66504,0.579,0.00343 
same,0,0,0.00002 
different,0.44634,0.41,0.10200 
different,0.66504,0.579,0.00368 
same,0,0,0.00025 
different,0.44634,0.41,0.10203 
different,0.66504,0.579,0.00371 
same,0,0,0.00004 
same,0.11481,0.05,0.10230 
different,0.22619,0.555,0.00398 
different,0.56115,0.451,0.00027 
same,0,0.003,0.00028 
different,0.22619,0.552,0.00426 
different,0.56115,0.451,0.00055 
same,0.25098,0.003,0.00030 
different,0.97521,0.55,0.00457 
different,0.31017,0.452,0.00085 
same,0,0.003,0.00030 
different,0.97521,0.547,0.00487 
different,0.31017,0.452,0.00115 
same,0,0.003,0.00030 
different,0.97521,0.544,0.00517 
different,0.31017,0.453,0.00146 
same,0.23677,0.007,0.00059 
different,0.73844,0.539,0.00576 
different,0.0734,0.456,0.00204 
same,0.14251,0.003,0.00030 
different,0.59593,0.537,0.00606 
different,0.93089,0.457,0.00235 
same,0,0.004,0.00032 
different,0.59593,0.534,0.00638 
different,0.93089,0.458,0.00267 
same,0,0.003,0.00027 
different,0.59593,0.532,0.00664 
different,0.93089,0.46,0.00293 
same,0,0.004,0.00030 
different,0.59593,0.529,0.00695 
different,0.93089,0.461,0.00323 
same,0,0.003,0.00028 
different,0.59593,0.526,0.00723 
different,0.93089,0.463,0.00352 
same,0,0.004,0.00034 
different,0.59593,0.524,0.00757 
different,0.93089,0.464,0.00386 
same,0,0.003,0.00032 
different,0.59593,0.522,0.00789 
different,0.93089,0.466,0.00418 
same,0,0.003,0.00023 
different,0.59593,0.52,0.00812 
different,0.93089,0.468,0.00441 
same,0,0.003,0.00030 
different,0.59593,0.517,0.00842 
different,0.93089,0.469,0.00471 
same,0.20984,0.006,0.00059 
different,0.38609,0.513,0.00901 
different,0.72105,0.472,0.00529 
same,0,0.003,0.00030 
different,0.38609,0.512,0.00931 
different,0.72105,0.474,0.00560 
same,0,0.003,0.00030 
different,0.38609,0.51,0.00961 
different,0.72105,0.475,0.00590 
same,0.19595,0.002,0.00032 
different,0.19014,0.508,0.00993 
different,0.5251,0.477,0.00622 
same,0,0.002,0.00027 
different,0.19014,0.507,0.01020 
different,0.5251,0.478,0.00648 
same,0,0.002,0.00030 
different,0.19014,0.506,0.01050 
different,0.5251,0.479,0.00679 
same,0,0.002,0.00030 
different,0.19014,0.505,0.01080 
different,0.5251,0.48,0.00709 
same,0.22978,0.002,0.00028 
different,0.41992,0.504,0.01109 
different,0.75488,0.482,0.00737 
same,0,0.002,0.00030 
different,0.41992,0.503,0.01139 
different,0.75488,0.483,0.00768 
same,0.14053,0.002,0.00030 
different,0.56045,0.502,0.01169 
different,0.89541,0.484,0.00798 
same,0,0.001,0.00030 
different,0.56045,0.502,0.01199 
different,0.89541,0.485,0.00828 
same,0,0.001,0.00028 
different,0.56045,0.501,0.01228 
different,0.89541,0.485,0.00856 
same,0.22539,0.003,0.00060 
different,0.78584,0.499,0.01288 
different,0.1208,0.487,0.00917 
same,0,0.001,0.00028 
different,0.78584,0.498,0.01317 
different,0.1208,0.488,0.00945 
same,0,0.002,0.00032 
different,0.78584,0.497,0.01348 
different,0.1208,0.489,0.00977 
same,0.14655,0.002,0.00027 
different,0.63929,0.496,0.01375 
different,0.97425,0.49,0.01004 
same,0,0.002,0.00030 
different,0.63929,0.496,0.01405 
different,0.97425,0.491,0.01034 
same,0.1423,0.001,0.00028 
different,0.49699,0.495,0.01434 
different,0.83195,0.492,0.01062 
same,0,0.001,0.00032 
different,0.49699,0.494,0.01466 
different,0.83195,0.493,0.01094 
same,0,0.002,0.00028 
different,0.49699,0.493,0.01494 
different,0.83195,0.494,0.01123 
same,0,0.002,0.00030 
different,0.49699,0.492,0.01524 
different,0.83195,0.495,0.01153 
same,0,0.002,0.00028 
different,0.49699,0.491,0.01553 
different,0.83195,0.496,0.01181 
same,0,0.002,0.00032 
different,0.49699,0.49,0.01585 
different,0.83195,0.497,0.01213 
different,0.7605,0.553,0.04445 
different,0.73649,0.644,0.06030 
same,0.07145,0.068,0.05659 
different,0.97781,0.553,0.04474 
different,0.51918,0.644,0.06058 
same,0.21731,0,0.00028 
different,0.97781,0.553,0.04511 
different,0.51918,0.644,0.06096 
same,0,0,0.00037 
different,0.97781,0.552,0.04582 
different,0.51918,0.644,0.06167 
same,0,0.001,0.00071 
different,0.97781,0.552,0.04586 
different,0.51918,0.644,0.06170 
same,0,0,0.00004 
different,0.97781,0.552,0.04610 
different,0.51918,0.644,0.06195 
same,0,0,0.00025 
different,0.97781,0.552,0.04614 
different,0.51918,0.644,0.06199 
same,0,0,0.00004 
different,0.11753,0.552,0.04634 
different,0.37946,0.644,0.06218 
same,0.13972,0,0.00020 
different,0.11753,0.552,0.04728 
different,0.37946,0.644,0.06313 
same,0,0,0.00094 
different,0.11753,0.552,0.04731 
different,0.37946,0.644,0.06316 
same,0,0,0.00004 
different,0.11753,0.552,0.04786 
different,0.37946,0.644,0.06371 
same,0,0,0.00055 
different,0.11753,0.552,0.04840 
different,0.37946,0.644,0.06424 
same,0,0,0.00053 
different,0.11753,0.552,0.04888 
different,0.37946,0.644,0.06472 
same,0,0.001,0.00048 
different,0.11753,0.552,0.04923 
different,0.37946,0.644,0.06508 
same,0,0,0.00036 
different,0.11753,0.552,0.04928 
different,0.37946,0.644,0.06513 
same,0,0,0.00005 
different,0.11753,0.551,0.04998 
different,0.37946,0.643,0.06583 
same,0,0.001,0.00069 
different,0.11753,0.551,0.05053 
different,0.37946,0.643,0.06638 
same,0,0,0.00055 
different,0.11753,0.55,0.05231 
different,0.37946,0.642,0.06815 
same,0,0.001,0.00178 
different,0.11753,0.55,0.05342 
different,0.37946,0.641,0.06927 
same,0,0.001,0.00112 
different,0.11753,0.549,0.05362 
different,0.37946,0.64,0.06947 
same,0,0.001,0.00020 
different,0.11753,0.549,0.05367 
different,0.37946,0.64,0.06952 
same,0,0,0.00005 
different,0.11753,0.549,0.05390 
different,0.37946,0.64,0.06975 
same,0,0,0.00023 
different,0.11753,0.549,0.05396 
different,0.37946,0.64,0.06981 
same,0,0,0.00005 
different,0.11753,0.548,0.05419 
different,0.37946,0.639,0.07004 
same,0,0.001,0.00023 
different,0.11753,0.548,0.05440 
different,0.37946,0.639,0.07025 
same,0,0,0.00021 
different,0.11753,0.548,0.05477 
different,0.37946,0.639,0.07062 
same,0,0,0.00037 
different,0.11753,0.548,0.05481 
different,0.37946,0.639,0.07066 
same,0,0,0.00004 
different,0.11753,0.547,0.05515 
different,0.37946,0.638,0.07100 
same,0,0.001,0.00034 
different,0.11753,0.547,0.05518 
different,0.37946,0.638,0.07103 
same,0,0,0.00004 
different,0.11753,0.547,0.05611 
different,0.37946,0.638,0.07196 
same,0,0,0.00092 
different,0.11753,0.546,0.05614 
different,0.37946,0.636,0.07199 
same,0,0.002,0.00004 
different,0.11753,0.546,0.05616 
different,0.37946,0.636,0.07201 
same,0,0,0.00002 
different,0.11753,0.546,0.05625 
different,0.37946,0.636,0.07210 
same,0,0,0.00009 
different,0.11753,0.546,0.05646 
different,0.37946,0.636,0.07231 
same,0,0,0.00021 
different,0.11753,0.545,0.05653 
different,0.37946,0.634,0.07238 
same,0,0.002,0.00007 
different,0.11753,0.545,0.05657 
different,0.37946,0.634,0.07242 
same,0,0,0.00004 
different,0.11753,0.545,0.05684 
different,0.37946,0.634,0.07268 
same,0,0,0.00027 
different,0.11753,0.545,0.05687 
different,0.37946,0.634,0.07272 
same,0,0,0.00004 
different,0.11753,0.544,0.05714 
different,0.37946,0.632,0.07299 
same,0,0.002,0.00027 
different,0.11753,0.544,0.05716 
different,0.37946,0.632,0.07300 
same,0,0,0.00002 
different,0.11753,0.544,0.05769 
different,0.37946,0.632,0.07354 
same,0,0,0.00053 
different,0.11753,0.543,0.05792 
different,0.37946,0.63,0.07377 
same,0,0.002,0.00023 
different,0.11753,0.543,0.05794 
different,0.37946,0.63,0.07379 
same,0,0,0.00002 
different,0.11753,0.542,0.05842 
different,0.37946,0.628,0.07426 
same,0,0.002,0.00048 
different,0.11753,0.541,0.05849 
different,0.37946,0.626,0.07434 
same,0,0.002,0.00007 
different,0.11753,0.541,0.05852 
different,0.37946,0.626,0.07437 
same,0,0,0.00004 
different,0.11753,0.54,0.05875 
different,0.37946,0.623,0.07460 
same,0,0.003,0.00023 
different,0.11753,0.54,0.05879 
different,0.37946,0.623,0.07464 
same,0,0,0.00004 
different,0.11753,0.538,0.05909 
different,0.37946,0.62,0.07494 
same,0,0.003,0.00030 
different,0.11753,0.538,0.05915 
different,0.37946,0.62,0.07499 
same,0,0,0.00005 
different,0.11753,0.536,0.05934 
different,0.37946,0.616,0.07519 
same,0,0.004,0.00020 
different,0.11753,0.536,0.05938 
different,0.37946,0.616,0.07522 
same,0,0,0.00004 
different,0.11753,0.534,0.05964 
different,0.37946,0.611,0.07549 
same,0,0.005,0.00027 
different,0.11753,0.534,0.05968 
different,0.37946,0.611,0.07553 
same,0,0,0.00004 
different,0.11753,0.532,0.05989 
different,0.37946,0.606,0.07574 
same,0,0.005,0.00021 
different,0.11753,0.532,0.06012 
different,0.37946,0.606,0.07597 
same,0,0,0.00023 
different,0.11753,0.53,0.06018 
different,0.37946,0.601,0.07602 
same,0,0.005,0.00005 
different,0.11753,0.53,0.06021 
different,0.37946,0.601,0.07606 
same,0,0,0.00004 
different,0.11753,0.528,0.06050 
different,0.37946,0.596,0.07634 
same,0,0.006,0.00028 
different,0.11753,0.528,0.06051 
different,0.37946,0.596,0.07636 
same,0,0,0.00002 
different,0.64613,0.508,0.06076 
different,0.85086,0.552,0.07661 
same,0.4714,0.045,0.00025 
different,0.64613,0.509,0.06106 
different,0.85086,0.553,0.07691 
same,0,0.001,0.00030 
different,0.64613,0.509,0.06137 
different,0.85086,0.553,0.07721 
same,0,0,0.00030 
different,0.64613,0.508,0.06165 
different,0.85086,0.552,0.07750 
same,0,0.001,0.00028 
different,0.8903,0.434,0.23418 
different,0.60669,0.556,0.25003 
same,0.24417,0.092,0.17253 
different,0.8903,0.434,0.23445 
different,0.60669,0.557,0.25030 
same,0,0.001,0.00027 
different,0.8903,0.434,0.23539 
different,0.60669,0.558,0.25124 
same,0,0.001,0.00094 
different,0.8903,0.435,0.23637 
different,0.60669,0.559,0.25222 
same,0,0.001,0.00098 
different,0.8903,0.436,0.23669 
different,0.60669,0.56,0.25254 
same,0,0.001,0.00032 
different,0.8903,0.438,0.23733 
different,0.60669,0.561,0.25318 
same,0,0.002,0.00064 
different,0.8903,0.439,0.23768 
different,0.60669,0.562,0.25353 
same,0,0.001,0.00036 
different,0.8903,0.444,0.23838 
different,0.60669,0.565,0.25422 
same,0,0.005,0.00069 
different,0.8903,0.446,0.23859 
different,0.60669,0.566,0.25444 
same,0,0.003,0.00021 
different,0.8903,0.449,0.23884 
different,0.60669,0.568,0.25469 
same,0,0.003,0.00025 
different,0.8903,0.456,0.23951 
different,0.60669,0.571,0.25536 
same,0,0.007,0.00068 
different,0.8903,0.46,0.23976 
different,0.60669,0.573,0.25561 
same,0,0.004,0.00025 
different,0.8903,0.463,0.24006 
different,0.60669,0.574,0.25591 
same,0,0.003,0.00030 
different,0.8903,0.467,0.24031 
different,0.60669,0.576,0.25616 
same,0,0.003,0.00025 
different,0.06019,0.47,0.24065 
different,0.4368,0.577,0.25650 
same,0.16989,0.003,0.00034 
different,0.06019,0.473,0.24090 
different,0.4368,0.578,0.25675 
same,0,0.003,0.00025 
different,0.06019,0.475,0.24117 
different,0.4368,0.579,0.25701 
same,0,0.003,0.00027 
different,0.06019,0.478,0.24156 
different,0.4368,0.58,0.25740 
same,0,0.003,0.00039 
different,0.06019,0.483,0.24243 
different,0.4368,0.58,0.25827 
same,0,0.006,0.00087 
different,0.06019,0.485,0.24271 
different,0.4368,0.58,0.25856 
same,0,0.003,0.00028 
different,0.06019,0.489,0.24413 
different,0.4368,0.58,0.25998 
same,0,0.005,0.00142 
different,0.06019,0.494,0.24484 
different,0.4368,0.579,0.26069 
same,0,0.006,0.00071 
different,0.06019,0.496,0.24511 
different,0.4368,0.579,0.26096 
same,0,0.003,0.00027 
different,0.06019,0.498,0.24541 
different,0.4368,0.579,0.26126 
same,0,0.003,0.00030 
different,0.06019,0.498,0.24571 
different,0.4368,0.579,0.26156 
same,0,0,0.00030 
different,0.06019,0.498,0.24598 
different,0.4368,0.579,0.26183 
same,0,0,0.00027 
different,0.20666,0.5,0.24658 
different,0.29033,0.579,0.26243 
same,0.14647,0.003,0.00060 
different,0.20666,0.502,0.24687 
different,0.29033,0.578,0.26272 
same,0,0.003,0.00028 
different,0.20666,0.503,0.24726 
different,0.29033,0.577,0.26311 
same,0,0.003,0.00039 
different,0.20666,0.506,0.24808 
different,0.29033,0.576,0.26392 
same,0,0.005,0.00082 
different,0.20666,0.507,0.24831 
different,0.29033,0.575,0.26416 
same,0,0.002,0.00023 
different,0.20666,0.509,0.24912 
different,0.29033,0.573,0.26497 
same,0,0.004,0.00082 
different,0.20666,0.51,0.24937 
different,0.29033,0.572,0.26522 
same,0,0.002,0.00025 
different,0.20666,0.511,0.24962 
different,0.29033,0.572,0.26547 
same,0,0.002,0.00025 
different,0.05905,0.512,0.24985 
different,0.43794,0.572,0.26570 
same,0.14761,0.001,0.00023 
different,0.05905,0.513,0.25014 
different,0.43794,0.572,0.26599 
same,0,0.001,0.00028 
different,0.05905,0.515,0.25094 
different,0.43794,0.572,0.26679 
same,0,0.002,0.00080 
different,0.05905,0.517,0.25184 
different,0.43794,0.572,0.26769 
same,0,0.002,0.00091 
different,0.05905,0.518,0.25216 
different,0.43794,0.572,0.26801 
same,0,0.001,0.00032 
different,0.05905,0.52,0.25312 
different,0.43794,0.572,0.26897 
same,0,0.003,0.00096 
different,0.05905,0.521,0.25337 
different,0.43794,0.572,0.26922 
same,0,0.001,0.00025 
different,0.05905,0.522,0.25367 
different,0.43794,0.571,0.26952 
same,0,0.002,0.00030 
different,0.05905,0.523,0.25394 
different,0.43794,0.571,0.26979 
same,0,0.001,0.00027 
different,0.05905,0.525,0.25566 
different,0.43794,0.571,0.27151 
same,0,0.004,0.00172 
different,0.05905,0.526,0.25589 
different,0.43794,0.57,0.27174 
same,0,0.001,0.00023 
different,0.05905,0.526,0.25607 
different,0.43794,0.57,0.27192 
same,0,0,0.00018 
different,0.05905,0.526,0.25685 
different,0.43794,0.569,0.27270 
same,0,0.001,0.00078 
different,0.05905,0.527,0.25717 
different,0.43794,0.569,0.27302 
same,0,0.001,0.00032 
different,0.05905,0.527,0.25749 
different,0.43794,0.569,0.27334 
same,0,0.001,0.00032 
different,0.05905,0.527,0.25776 
different,0.43794,0.569,0.27361 
same,0,0,0.00027 
different,0.05905,0.528,0.25799 
different,0.43794,0.569,0.27384 
same,0,0.001,0.00023 
different,0.05905,0.527,0.25822 
different,0.43794,0.568,0.27407 
same,0,0.001,0.00023 
different,0.05905,0.528,0.25856 
different,0.43794,0.568,0.27441 
same,0,0.001,0.00034 
different,0.05905,0.529,0.25923 
different,0.43794,0.567,0.27508 
same,0,0.002,0.00068 
different,0.05905,0.528,0.25950 
different,0.43794,0.566,0.27535 
same,0,0.001,0.00027 
different,0.05905,0.529,0.25975 
different,0.43794,0.566,0.27560 
same,0,0.001,0.00025 
different,0.05905,0.529,0.25996 
different,0.43794,0.566,0.27581 
same,0,0,0.00021 
different,0.05905,0.53,0.26021 
different,0.43794,0.566,0.27606 
same,0,0.001,0.00025 
different,0.05905,0.529,0.26058 
different,0.43794,0.566,0.27643 
same,0,0.001,0.00037 
different,0.05905,0.53,0.26087 
different,0.43794,0.566,0.27672 
same,0,0.001,0.00028 
different,0.05905,0.531,0.26126 
different,0.43794,0.566,0.27711 
same,0,0.001,0.00039 
different,0.05905,0.531,0.26156 
different,0.43794,0.566,0.27741 
same,0,0,0.00030 
different,0.1026,0.503,0.28007 
different,0.39439,0.585,0.29592 
same,0.04355,0.053,0.01851 
different,0.1026,0.508,0.28071 
different,0.39439,0.584,0.29656 
same,0,0.007,0.00064 
different,0.1026,0.511,0.28096 
different,0.39439,0.584,0.29681 
same,0,0.004,0.00025 
different,0.24255,0.513,0.28130 
different,0.25444,0.583,0.29715 
same,0.13995,0.004,0.00034 
different,0.24255,0.516,0.28164 
different,0.25444,0.583,0.29749 
same,0,0.004,0.00034 
different,0.24255,0.518,0.28190 
different,0.25444,0.582,0.29775 
same,0,0.004,0.00027 
different,0.24255,0.521,0.28219 
different,0.25444,0.582,0.29804 
same,0,0.004,0.00028 
different,0.24255,0.524,0.28247 
different,0.25444,0.582,0.29832 
same,0,0.004,0.00028 
different,0.24255,0.527,0.28288 
different,0.25444,0.582,0.29873 
same,0,0.004,0.00041 
different,0.24255,0.53,0.28325 
different,0.25444,0.582,0.29910 
same,0,0.004,0.00037 
different,0.24255,0.532,0.28352 
different,0.25444,0.581,0.29937 
same,0,0.003,0.00027 
