classification,orientation,distance,time
same,0,0.006,0.00016 
different,0.91965,0.373,0.38699 
same,0,0.006,0.00014 
different,0.91965,0.377,0.38713 
same,0,0.006,0.00014 
different,0.91965,0.381,0.38728 
same,0,0.006,0.00015 
different,0.91965,0.384,0.38743 
same,0,0.006,0.00015 
different,0.91965,0.388,0.38757 
same,0,0.006,0.00015 
different,0.91965,0.391,0.38779 
same,0,0.006,0.00022 
different,0.91965,0.394,0.38786 
same,0,0.005,0.00007 
different,0.91965,0.397,0.38801 
same,0,0.005,0.00015 
different,0.91965,0.399,0.38816 
same,0,0.005,0.00015 
different,0.91965,0.401,0.38832 
same,0,0.004,0.00016 
different,0.91965,0.404,0.38845 
same,0,0.004,0.00013 
different,0.91965,0.406,0.38860 
same,0,0.004,0.00015 
different,0.91965,0.408,0.38875 
same,0,0.003,0.00015 
different,0.91965,0.41,0.38889 
same,0,0.003,0.00014 
different,0.91965,0.411,0.38905 
same,0,0.003,0.00017 
different,0.91965,0.413,0.38919 
same,0,0.002,0.00014 
different,0.91965,0.413,0.38922 
same,0,0,0.00003 
different,0.91965,0.414,0.38932 
same,0,0.002,0.00011 
different,0.91965,0.414,0.38934 
same,0,0,0.00002 
different,0.91965,0.415,0.38947 
same,0,0.002,0.00013 
different,0.91965,0.415,0.38958 
same,0,0,0.00011 
different,0.08436,0.417,0.38963 
same,0.16471,0.002,0.00005 
different,0.08436,0.417,0.38964 
same,0,0,0.00001 
different,0.08436,0.418,0.38978 
same,0,0.001,0.00014 
different,0.08436,0.418,0.38980 
same,0,0,0.00002 
different,0.08436,0.419,0.38992 
same,0,0.002,0.00012 
different,0.08436,0.419,0.38994 
same,0,0,0.00002 
different,0.08436,0.42,0.39008 
same,0,0.001,0.00014 
different,0.08436,0.42,0.39009 
same,0,0,0.00002 
different,0.08436,0.42,0.39021 
same,0,0.001,0.00011 
different,0.08436,0.42,0.39022 
same,0,0,0.00001 
different,0.08436,0.421,0.39037 
same,0,0.001,0.00015 
different,0.08436,0.421,0.39038 
same,0,0,0.00002 
different,0.08436,0.421,0.39050 
same,0,0.001,0.00011 
different,0.08436,0.421,0.39059 
same,0,0,0.00010 
different,0.08436,0.421,0.39064 
same,0,0,0.00004 
different,0.08436,0.421,0.39065 
same,0,0,0.00002 
different,0.91861,0.422,0.39079 
same,0.16575,0.001,0.00014 
different,0.91861,0.422,0.39083 
same,0,0,0.00004 
different,0.4773,0.222,0.39096 
different,0.44131,0.306,0.00013 
different,0.4773,0.222,0.39098 
different,0.44131,0.306,0.00015 
same,0,0,0.00002 
different,0.4773,0.22,0.39107 
different,0.44131,0.307,0.00025 
same,0,0.002,0.00010 
different,0.4773,0.22,0.39109 
different,0.44131,0.307,0.00026 
same,0,0,0.00002 
different,0.32317,0.217,0.39121 
different,0.59544,0.308,0.00039 
same,0.15413,0.003,0.00012 
different,0.32317,0.217,0.39123 
different,0.59544,0.308,0.00040 
same,0,0,0.00002 
different,0.32317,0.214,0.39136 
different,0.59544,0.31,0.00053 
same,0,0.003,0.00013 
different,0.32317,0.214,0.39138 
different,0.59544,0.31,0.00055 
same,0,0,0.00002 
different,0.32317,0.212,0.39151 
different,0.59544,0.311,0.00068 
same,0,0.003,0.00013 
different,0.32317,0.212,0.39160 
different,0.59544,0.311,0.00077 
same,0,0,0.00009 
different,0.32317,0.209,0.39166 
different,0.59544,0.313,0.00083 
same,0,0.003,0.00006 
different,0.32317,0.209,0.39167 
different,0.59544,0.313,0.00084 
same,0,0,0.00001 
different,0.32317,0.206,0.39181 
different,0.59544,0.314,0.00098 
same,0,0.003,0.00014 
different,0.32317,0.206,0.39183 
different,0.59544,0.314,0.00100 
same,0,0,0.00002 
different,0.32317,0.203,0.39195 
different,0.59544,0.316,0.00112 
same,0,0.003,0.00012 
different,0.32317,0.203,0.39197 
different,0.59544,0.316,0.00114 
same,0,0,0.00002 
different,0.32317,0.201,0.39212 
different,0.59544,0.318,0.00130 
same,0,0.003,0.00016 
different,0.32317,0.201,0.39213 
different,0.59544,0.318,0.00130 
same,0,0,0.00001 
different,0.32317,0.198,0.39226 
different,0.59544,0.319,0.00143 
same,0,0.003,0.00012 
different,0.32317,0.198,0.39227 
different,0.59544,0.319,0.00144 
same,0,0,0.00002 
different,0.47957,0.196,0.39240 
different,0.43904,0.321,0.00157 
same,0.1564,0.002,0.00012 
different,0.47957,0.196,0.39241 
different,0.43904,0.321,0.00158 
same,0,0,0.00002 
different,0.47957,0.194,0.39254 
different,0.43904,0.322,0.00171 
same,0,0.003,0.00012 
different,0.47957,0.194,0.39263 
different,0.43904,0.322,0.00180 
same,0,0,0.00010 
different,0.47957,0.192,0.39269 
different,0.43904,0.324,0.00186 
same,0,0.002,0.00006 
different,0.47957,0.192,0.39271 
different,0.43904,0.324,0.00188 
same,0,0,0.00002 
different,0.47957,0.19,0.39284 
different,0.43904,0.325,0.00201 
same,0,0.002,0.00013 
different,0.47957,0.19,0.39286 
different,0.43904,0.325,0.00203 
same,0,0,0.00002 
different,0.47957,0.188,0.39297 
different,0.43904,0.327,0.00214 
same,0,0.002,0.00011 
different,0.47957,0.188,0.39299 
different,0.43904,0.327,0.00216 
same,0,0,0.00002 
different,0.47957,0.186,0.39313 
different,0.43904,0.328,0.00230 
same,0,0.002,0.00014 
different,0.47957,0.186,0.39315 
different,0.43904,0.328,0.00232 
same,0,0,0.00002 
different,0.47957,0.184,0.39327 
different,0.43904,0.329,0.00244 
same,0,0.002,0.00012 
different,0.47957,0.184,0.39329 
different,0.43904,0.329,0.00246 
same,0,0,0.00002 
different,0.47957,0.183,0.39343 
different,0.43904,0.33,0.00260 
same,0,0.002,0.00014 
different,0.47957,0.183,0.39344 
different,0.43904,0.33,0.00261 
same,0,0,0.00001 
different,0.31338,0.181,0.39356 
different,0.60523,0.331,0.00273 
same,0.16619,0.002,0.00012 
different,0.31338,0.181,0.39365 
different,0.60523,0.331,0.00282 
same,0,0,0.00009 
different,0.31338,0.18,0.39370 
different,0.60523,0.332,0.00287 
same,0,0.002,0.00005 
different,0.31338,0.18,0.39372 
different,0.60523,0.332,0.00289 
same,0,0,0.00002 
different,0.31338,0.178,0.39386 
different,0.60523,0.333,0.00303 
same,0,0.002,0.00014 
different,0.31338,0.178,0.39388 
different,0.60523,0.333,0.00305 
same,0,0,0.00003 
different,0.31338,0.177,0.39400 
different,0.60523,0.334,0.00317 
same,0,0.002,0.00011 
different,0.31338,0.177,0.39401 
different,0.60523,0.334,0.00318 
same,0,0,0.00001 
different,0.31338,0.175,0.39415 
different,0.60523,0.335,0.00332 
same,0,0.002,0.00014 
different,0.31338,0.175,0.39416 
different,0.60523,0.335,0.00333 
same,0,0,0.00002 
different,0.31338,0.173,0.39429 
different,0.60523,0.337,0.00347 
same,0,0.002,0.00013 
different,0.31338,0.173,0.39431 
different,0.60523,0.337,0.00348 
same,0,0,0.00002 
different,0.31338,0.171,0.39443 
different,0.60523,0.338,0.00361 
same,0,0.002,0.00012 
different,0.31338,0.171,0.39445 
different,0.60523,0.338,0.00362 
same,0,0,0.00002 
different,0.31338,0.169,0.39466 
different,0.60523,0.34,0.00383 
same,0,0.002,0.00021 
different,0.31338,0.169,0.39467 
different,0.60523,0.34,0.00384 
same,0,0,0.00001 
different,0.31338,0.166,0.39473 
different,0.60523,0.341,0.00390 
same,0,0.003,0.00006 
different,0.31338,0.166,0.39474 
different,0.60523,0.341,0.00391 
same,0,0,0.00001 
different,0.46623,0.164,0.39489 
different,0.45238,0.343,0.00406 
same,0.15285,0.003,0.00015 
different,0.46623,0.164,0.39491 
different,0.45238,0.343,0.00408 
same,0,0,0.00002 
different,0.46623,0.162,0.39502 
different,0.45238,0.345,0.00419 
same,0,0.003,0.00011 
different,0.46623,0.162,0.39504 
different,0.45238,0.345,0.00421 
same,0,0,0.00002 
different,0.46623,0.159,0.39517 
different,0.45238,0.347,0.00434 
same,0,0.003,0.00013 
different,0.46623,0.159,0.39518 
different,0.45238,0.347,0.00435 
same,0,0,0.00001 
different,0.46623,0.157,0.39531 
different,0.45238,0.35,0.00448 
same,0,0.003,0.00013 
different,0.46623,0.157,0.39533 
different,0.45238,0.35,0.00450 
same,0,0,0.00002 
different,0.46623,0.153,0.39546 
different,0.45238,0.352,0.00463 
same,0,0.004,0.00013 
different,0.46623,0.153,0.39548 
different,0.45238,0.352,0.00465 
same,0,0,0.00002 
different,0.46623,0.15,0.39561 
different,0.45238,0.356,0.00478 
same,0,0.004,0.00013 
different,0.46623,0.15,0.39569 
different,0.45238,0.356,0.00487 
same,0,0,0.00009 
different,0.46623,0.147,0.39576 
different,0.45238,0.359,0.00493 
same,0,0.005,0.00006 
different,0.46623,0.147,0.39577 
different,0.45238,0.359,0.00494 
same,0,0,0.00002 
different,0.46623,0.143,0.39590 
different,0.45238,0.364,0.00508 
same,0,0.005,0.00013 
different,0.46623,0.143,0.39592 
different,0.45238,0.364,0.00509 
same,0,0,0.00002 
different,0.46623,0.139,0.39604 
different,0.45238,0.368,0.00521 
same,0,0.006,0.00011 
different,0.46623,0.139,0.39605 
different,0.45238,0.368,0.00522 
same,0,0,0.00002 
different,0.46623,0.135,0.39619 
different,0.45238,0.373,0.00536 
same,0,0.005,0.00014 
different,0.46623,0.135,0.39621 
different,0.45238,0.373,0.00538 
same,0,0,0.00002 
different,0.2813,0.131,0.39633 
different,0.63731,0.378,0.00550 
same,0.18493,0.006,0.00012 
different,0.2813,0.131,0.39635 
different,0.63731,0.378,0.00552 
same,0,0,0.00002 
different,0.2813,0.126,0.39648 
different,0.63731,0.383,0.00565 
same,0,0.007,0.00013 
different,0.2813,0.126,0.39650 
different,0.63731,0.383,0.00567 
same,0,0,0.00002 
different,0.2813,0.122,0.39662 
different,0.63731,0.39,0.00579 
same,0,0.007,0.00012 
different,0.2813,0.122,0.39671 
different,0.63731,0.39,0.00588 
same,0,0,0.00009 
different,0.2813,0.118,0.39677 
different,0.63731,0.396,0.00594 
same,0,0.007,0.00006 
different,0.2813,0.118,0.39679 
different,0.63731,0.396,0.00596 
same,0,0,0.00002 
different,0.2813,0.114,0.39693 
different,0.63731,0.403,0.00610 
same,0,0.008,0.00014 
different,0.2813,0.114,0.39695 
different,0.63731,0.403,0.00612 
same,0,0,0.00002 
different,0.2813,0.111,0.39706 
different,0.63731,0.41,0.00623 
same,0,0.008,0.00011 
different,0.2813,0.111,0.39708 
different,0.63731,0.41,0.00625 
same,0,0,0.00002 
different,0.2813,0.108,0.39721 
different,0.63731,0.418,0.00638 
same,0,0.008,0.00013 
different,0.2813,0.108,0.39723 
different,0.63731,0.418,0.00640 
same,0,0,0.00002 
different,0.09762,0.105,0.39735 
different,0.82099,0.425,0.00652 
same,0.18368,0.008,0.00012 
different,0.09762,0.105,0.39737 
different,0.82099,0.425,0.00654 
same,0,0,0.00002 
different,0.09762,0.103,0.39751 
different,0.82099,0.433,0.00668 
same,0,0.009,0.00014 
different,0.09762,0.103,0.39751 
different,0.82099,0.433,0.00669 
same,0,0,0.00001 
different,0.09762,0.102,0.39765 
different,0.82099,0.441,0.00682 
same,0,0.009,0.00013 
different,0.09762,0.102,0.39774 
different,0.82099,0.441,0.00691 
same,0,0,0.00010 
different,0.09762,0.101,0.39779 
different,0.82099,0.449,0.00696 
same,0,0.008,0.00004 
different,0.09762,0.101,0.39780 
different,0.82099,0.449,0.00697 
same,0,0,0.00002 
different,0.09762,0.102,0.39795 
different,0.82099,0.457,0.00712 
same,0,0.009,0.00015 
different,0.09762,0.102,0.39797 
different,0.82099,0.457,0.00714 
same,0,0,0.00002 
different,0.09762,0.103,0.39808 
different,0.82099,0.465,0.00725 
same,0,0.009,0.00011 
different,0.09762,0.103,0.39809 
different,0.82099,0.465,0.00726 
same,0,0,0.00001 
different,0.09762,0.104,0.39823 
different,0.82099,0.474,0.00740 
same,0,0.009,0.00014 
different,0.09762,0.104,0.39824 
different,0.82099,0.474,0.00741 
same,0,0,0.00001 
different,0.09762,0.107,0.39837 
different,0.82099,0.482,0.00754 
same,0,0.009,0.00013 
different,0.09762,0.107,0.39839 
different,0.82099,0.482,0.00756 
same,0,0,0.00002 
different,0.09762,0.11,0.39852 
different,0.82099,0.49,0.00769 
same,0,0.009,0.00013 
different,0.09762,0.11,0.39854 
different,0.82099,0.49,0.00771 
same,0,0,0.00002 
different,0.09762,0.114,0.39866 
different,0.82099,0.498,0.00783 
same,0,0.009,0.00012 
different,0.09762,0.114,0.39876 
different,0.82099,0.498,0.00793 
same,0,0,0.00010 
different,0.09762,0.118,0.39881 
different,0.82099,0.507,0.00798 
same,0,0.009,0.00005 
different,0.09762,0.118,0.39882 
different,0.82099,0.507,0.00799 
same,0,0,0.00001 
different,0.09762,0.123,0.39897 
different,0.82099,0.515,0.00814 
same,0,0.009,0.00015 
different,0.09762,0.123,0.39898 
different,0.82099,0.515,0.00815 
same,0,0,0.00001 
different,0.09762,0.128,0.39910 
different,0.82099,0.524,0.00827 
same,0,0.009,0.00012 
different,0.09762,0.128,0.39912 
different,0.82099,0.524,0.00829 
same,0,0,0.00002 
different,0.09762,0.134,0.39925 
different,0.82099,0.532,0.00842 
same,0,0.009,0.00013 
different,0.09762,0.134,0.39926 
different,0.82099,0.532,0.00844 
same,0,0,0.00002 
different,0.09762,0.14,0.39939 
different,0.82099,0.54,0.00856 
same,0,0.009,0.00012 
different,0.09762,0.14,0.39940 
different,0.82099,0.54,0.00858 
same,0,0,0.00002 
different,0.09762,0.146,0.39954 
different,0.82099,0.549,0.00872 
same,0,0.009,0.00014 
different,0.09762,0.146,0.39956 
different,0.82099,0.549,0.00873 
same,0,0,0.00002 
different,0.28493,0.152,0.39968 
different,0.63368,0.557,0.00886 
same,0.18731,0.008,0.00012 
different,0.28493,0.152,0.39977 
different,0.63368,0.557,0.00894 
same,0,0,0.00009 
different,0.28493,0.159,0.39982 
different,0.63368,0.565,0.00900 
same,0,0.008,0.00005 
different,0.28493,0.159,0.39984 
different,0.63368,0.565,0.00901 
same,0,0,0.00002 
different,0.28493,0.165,0.39999 
different,0.63368,0.573,0.00916 
same,0,0.008,0.00015 
different,0.28493,0.165,0.40000 
different,0.63368,0.573,0.00917 
same,0,0,0.00001 
different,0.28493,0.171,0.40012 
different,0.63368,0.58,0.00929 
same,0,0.008,0.00012 
different,0.28493,0.171,0.40014 
different,0.63368,0.58,0.00931 
same,0,0,0.00002 
different,0.28493,0.178,0.40027 
different,0.63368,0.588,0.00944 
same,0,0.008,0.00013 
different,0.28493,0.178,0.40028 
different,0.63368,0.588,0.00945 
same,0,0,0.00001 
different,0.28493,0.185,0.40042 
different,0.63368,0.596,0.00959 
same,0,0.008,0.00014 
different,0.28493,0.185,0.40044 
different,0.63368,0.596,0.00961 
same,0,0,0.00002 
different,0.28493,0.192,0.40056 
different,0.63368,0.604,0.00973 
same,0,0.008,0.00012 
different,0.28493,0.192,0.40057 
different,0.63368,0.604,0.00974 
same,0,0,0.00001 
different,0.28493,0.199,0.40078 
different,0.63368,0.612,0.00995 
same,0,0.008,0.00021 
different,0.28493,0.199,0.40080 
different,0.63368,0.612,0.00997 
same,0,0,0.00002 
different,0.28493,0.206,0.40085 
different,0.63368,0.619,0.01002 
same,0,0.008,0.00005 
different,0.28493,0.206,0.40087 
different,0.63368,0.619,0.01004 
same,0,0,0.00002 
different,0.28493,0.213,0.40101 
different,0.63368,0.627,0.01018 
same,0,0.009,0.00014 
different,0.28493,0.213,0.40102 
different,0.63368,0.627,0.01019 
same,0,0,0.00002 
different,0.28493,0.22,0.40114 
different,0.63368,0.635,0.01031 
same,0,0.008,0.00011 
different,0.28493,0.22,0.40116 
different,0.63368,0.635,0.01033 
same,0,0,0.00003 
different,0.45967,0.227,0.40129 
different,0.45894,0.643,0.01046 
same,0.17474,0.008,0.00012 
different,0.45967,0.227,0.40130 
different,0.45894,0.643,0.01047 
same,0,0,0.00002 
different,0.45967,0.234,0.40144 
different,0.45894,0.65,0.01061 
same,0,0.008,0.00013 
different,0.45967,0.234,0.40145 
different,0.45894,0.65,0.01062 
same,0,0,0.00002 
different,0.45967,0.241,0.40158 
different,0.45894,0.657,0.01075 
same,0,0.008,0.00013 
different,0.45967,0.241,0.40160 
different,0.45894,0.657,0.01077 
same,0,0,0.00002 
different,0.45967,0.247,0.40172 
different,0.45894,0.665,0.01089 
same,0,0.008,0.00012 
different,0.45967,0.247,0.40182 
different,0.45894,0.665,0.01099 
same,0,0,0.00010 
different,0.45967,0.254,0.40187 
different,0.45894,0.672,0.01104 
same,0,0.008,0.00005 
different,0.45967,0.254,0.40189 
different,0.45894,0.672,0.01106 
same,0,0,0.00002 
different,0.62655,0.261,0.40203 
different,0.29206,0.679,0.01120 
same,0.16688,0.007,0.00014 
different,0.62655,0.261,0.40205 
different,0.29206,0.679,0.01122 
same,0,0,0.00002 
different,0.62655,0.267,0.40216 
different,0.29206,0.686,0.01133 
same,0,0.007,0.00011 
different,0.62655,0.267,0.40218 
different,0.29206,0.686,0.01135 
same,0,0,0.00002 
different,0.62655,0.273,0.40231 
different,0.29206,0.692,0.01148 
same,0,0.007,0.00013 
different,0.62655,0.273,0.40233 
different,0.29206,0.692,0.01150 
same,0,0,0.00002 
different,0.62655,0.28,0.40246 
different,0.29206,0.699,0.01163 
same,0,0.007,0.00013 
different,0.62655,0.28,0.40247 
different,0.29206,0.699,0.01164 
same,0,0,0.00001 
different,0.62655,0.287,0.40261 
different,0.29206,0.706,0.01178 
same,0,0.007,0.00014 
different,0.62655,0.287,0.40263 
different,0.29206,0.706,0.01180 
same,0,0,0.00002 
different,0.62655,0.293,0.40275 
different,0.29206,0.712,0.01192 
same,0,0.007,0.00012 
different,0.62655,0.293,0.40284 
different,0.29206,0.712,0.01201 
same,0,0,0.00010 
different,0.62655,0.3,0.40290 
different,0.29206,0.719,0.01207 
same,0,0.007,0.00005 
different,0.62655,0.3,0.40291 
different,0.29206,0.719,0.01208 
same,0,0,0.00001 
different,0.62655,0.305,0.40305 
different,0.29206,0.725,0.01222 
same,0,0.006,0.00015 
different,0.62655,0.305,0.40307 
different,0.29206,0.725,0.01224 
same,0,0,0.00002 
different,0.62655,0.311,0.40319 
different,0.29206,0.73,0.01236 
same,0,0.006,0.00011 
different,0.62655,0.311,0.40320 
different,0.29206,0.73,0.01237 
same,0,0,0.00002 
different,0.62655,0.317,0.40333 
different,0.29206,0.736,0.01250 
same,0,0.006,0.00013 
different,0.62655,0.317,0.40335 
different,0.29206,0.736,0.01252 
same,0,0,0.00002 
different,0.62655,0.323,0.40347 
different,0.29206,0.742,0.01264 
same,0,0.006,0.00012 
different,0.62655,0.323,0.40349 
different,0.29206,0.742,0.01266 
same,0,0,0.00002 
different,0.62655,0.328,0.40363 
different,0.29206,0.748,0.01280 
same,0,0.006,0.00014 
different,0.62655,0.328,0.40364 
different,0.29206,0.748,0.01281 
same,0,0,0.00001 
different,0.62655,0.333,0.40377 
different,0.29206,0.753,0.01294 
same,0,0.005,0.00013 
different,0.62655,0.333,0.40387 
different,0.29206,0.753,0.01304 
same,0,0,0.00010 
different,0.62655,0.338,0.40391 
different,0.29206,0.758,0.01308 
same,0,0.005,0.00004 
different,0.62655,0.338,0.40393 
different,0.29206,0.758,0.01310 
same,0,0,0.00002 
different,0.62655,0.343,0.40408 
different,0.29206,0.763,0.01325 
same,0,0.005,0.00015 
different,0.62655,0.343,0.40409 
different,0.29206,0.763,0.01326 
same,0,0,0.00001 
different,0.78848,0.348,0.40421 
different,0.13013,0.768,0.01338 
same,0.16193,0.005,0.00012 
different,0.78848,0.348,0.40423 
different,0.13013,0.768,0.01340 
same,0,0,0.00002 
different,0.78848,0.352,0.40436 
different,0.13013,0.772,0.01353 
same,0,0.004,0.00013 
different,0.78848,0.352,0.40438 
different,0.13013,0.772,0.01355 
same,0,0,0.00002 
different,0.78848,0.356,0.40450 
different,0.13013,0.776,0.01367 
same,0,0.004,0.00012 
different,0.78848,0.356,0.40452 
different,0.13013,0.776,0.01369 
same,0,0,0.00002 
different,0.78848,0.36,0.40465 
different,0.13013,0.779,0.01382 
same,0,0.003,0.00013 
different,0.78848,0.36,0.40466 
different,0.13013,0.779,0.01384 
same,0,0,0.00002 
different,0.93394,0.362,0.40480 
different,0.98467,0.782,0.01397 
same,0.14546,0.003,0.00013 
different,0.93394,0.362,0.40489 
different,0.98467,0.782,0.01406 
same,0,0,0.00010 
different,0.93394,0.365,0.40494 
different,0.98467,0.784,0.01411 
same,0,0.002,0.00004 
different,0.93394,0.365,0.40495 
different,0.98467,0.784,0.01412 
same,0,0,0.00002 
different,0.93394,0.367,0.40509 
different,0.98467,0.786,0.01426 
same,0,0.002,0.00014 
different,0.93394,0.367,0.40511 
different,0.98467,0.786,0.01428 
same,0,0,0.00002 
different,0.93394,0.368,0.40523 
different,0.98467,0.788,0.01440 
same,0,0.002,0.00012 
different,0.93394,0.368,0.40524 
different,0.98467,0.788,0.01441 
same,0,0,0.00001 
different,0.93394,0.369,0.40538 
different,0.98467,0.789,0.01455 
same,0,0.001,0.00014 
different,0.93394,0.369,0.40539 
different,0.98467,0.789,0.01456 
same,0,0,0.00001 
different,0.93394,0.369,0.40552 
different,0.98467,0.789,0.01469 
same,0,0.001,0.00013 
different,0.93394,0.369,0.40554 
different,0.98467,0.789,0.01471 
same,0,0,0.00002 
different,0.93394,0.37,0.40567 
different,0.98467,0.79,0.01484 
same,0,0.001,0.00013 
different,0.93394,0.37,0.40569 
different,0.98467,0.79,0.01486 
same,0,0,0.00002 
different,0.93394,0.37,0.40581 
different,0.98467,0.79,0.01498 
same,0,0,0.00012 
different,0.93394,0.37,0.40591 
different,0.98467,0.79,0.01508 
same,0,0,0.00010 
different,0.93394,0.371,0.40598 
different,0.98467,0.791,0.01515 
same,0,0.001,0.00007 
different,0.93394,0.371,0.40600 
different,0.98467,0.791,0.01517 
same,0,0,0.00003 
different,0.93394,0.371,0.40611 
different,0.98467,0.791,0.01528 
same,0,0,0.00011 
different,0.93394,0.371,0.40612 
different,0.98467,0.791,0.01529 
same,0,0,0.00001 
different,0.93394,0.371,0.40625 
different,0.98467,0.791,0.01542 
same,0,0,0.00013 
different,0.93394,0.371,0.40627 
different,0.98467,0.791,0.01544 
same,0,0,0.00002 
different,0.93394,0.372,0.40640 
different,0.98467,0.792,0.01557 
same,0,0.001,0.00013 
different,0.93394,0.372,0.40641 
different,0.98467,0.792,0.01559 
same,0,0,0.00002 
different,0.93394,0.372,0.40655 
different,0.98467,0.792,0.01572 
same,0,0.001,0.00013 
different,0.93394,0.372,0.40656 
different,0.98467,0.792,0.01573 
same,0,0,0.00002 
different,0.93394,0.372,0.40669 
different,0.98467,0.792,0.01586 
same,0,0,0.00012 
different,0.93394,0.372,0.40670 
different,0.98467,0.792,0.01587 
same,0,0,0.00002 
different,0.93394,0.372,0.40690 
different,0.98467,0.792,0.01608 
same,0,0,0.00020 
different,0.93394,0.372,0.40692 
different,0.98467,0.792,0.01609 
same,0,0,0.00002 
different,0.93394,0.372,0.40698 
different,0.98467,0.792,0.01615 
same,0,0,0.00006 
different,0.93394,0.372,0.40700 
different,0.98467,0.792,0.01617 
same,0,0,0.00002 
different,0.93394,0.372,0.40714 
different,0.98467,0.792,0.01631 
same,0,0,0.00014 
different,0.93394,0.372,0.40716 
different,0.98467,0.792,0.01633 
same,0,0,0.00002 
different,0.93394,0.372,0.40727 
different,0.98467,0.792,0.01644 
same,0,0,0.00011 
different,0.93394,0.372,0.40730 
different,0.98467,0.792,0.01647 
same,0,0,0.00003 
different,0.93394,0.372,0.40742 
different,0.98467,0.792,0.01659 
same,0,0,0.00012 
different,0.93394,0.372,0.40743 
different,0.98467,0.792,0.01660 
same,0,0,0.00001 
different,0.93394,0.372,0.40756 
different,0.98467,0.792,0.01673 
same,0,0,0.00013 
different,0.93394,0.372,0.40759 
different,0.98467,0.792,0.01676 
same,0,0,0.00003 
different,0.93394,0.372,0.40771 
different,0.98467,0.792,0.01688 
same,0,0,0.00012 
different,0.93394,0.372,0.40773 
different,0.98467,0.792,0.01690 
same,0,0,0.00002 
different,0.93394,0.372,0.40786 
different,0.98467,0.792,0.01703 
same,0,0,0.00013 
different,0.93394,0.372,0.40795 
