classification,orientation,distance,time,predicted
different,0.39718,0.29,0.72272,different
same,0,0.006,0.00022,same
different,0.57291,0.586,0.70131,different
different,0.39718,0.296,0.72294,different
same,0,0.006,0.00008,same
different,0.57291,0.588,0.70139,different
different,0.39718,0.301,0.72302,different
same,0,0.006,0.00014,same
different,0.57291,0.591,0.70153,different
different,0.39718,0.307,0.72316,different
same,0,0.006,0.00015,same
different,0.57291,0.592,0.70168,different
different,0.39718,0.311,0.72331,different
same,0,0.005,0.00016,same
different,0.57291,0.593,0.70183,different
different,0.39718,0.316,0.72347,different
same,0,0.006,0.00013,same
different,0.57291,0.595,0.70196,different
different,0.39718,0.321,0.7236,different
same,0,0.006,0.00015,same
different,0.57291,0.597,0.70211,different
different,0.39718,0.326,0.72375,different
same,0,0.007,0.00015,same
different,0.57291,0.599,0.70226,different
different,0.39718,0.332,0.72389,different
same,0,0.009,0.00015,same
different,0.57291,0.601,0.70241,different
different,0.39718,0.34,0.72404,different
same,0.16748,0.01,0.00014,same
different,0.74039,0.604,0.70255,different
different,0.2297,0.348,0.72418,different
same,0,0.01,0.00015,same
different,0.74039,0.608,0.7027,different
different,0.2297,0.357,0.72433,different
same,0,0.011,0.00015,same
different,0.74039,0.612,0.70285,different
different,0.2297,0.367,0.72448,different
same,0.18532,0.012,0.00014,same
different,0.92571,0.616,0.70299,different
different,0.04438,0.378,0.72462,different
same,0,0.012,0.00015,same
different,0.92571,0.621,0.70314,different
different,0.04438,0.389,0.72477,different
same,0,0.012,0.00015,same
different,0.92571,0.625,0.70329,different
different,0.04438,0.4,0.72492,different
same,0,0.013,0.00022,same
different,0.92571,0.631,0.7035,different
different,0.04438,0.411,0.72514,different
same,0,0.012,0.00007,same
different,0.92571,0.636,0.70357,different
different,0.04438,0.423,0.72521,different
same,0,0.012,0.00014,same
different,0.92571,0.642,0.70371,different
different,0.04438,0.434,0.72535,different
same,0.15078,0.013,0.00017,same
different,0.07648,0.648,0.70388,different
different,0.1064,0.446,0.72551,different
same,0,0.012,0.00013,same
different,0.07648,0.655,0.70401,different
different,0.1064,0.457,0.72564,different
same,0,0.012,0.00015,same
different,0.07648,0.662,0.70416,different
different,0.1064,0.469,0.72579,different
same,0,0.012,0.00014,same
different,0.07648,0.669,0.7043,different
different,0.1064,0.48,0.72593,different
same,0.164,0.011,0.00015,same
different,0.24049,0.677,0.70445,different
different,0.2704,0.491,0.72608,different
same,0,0.011,0.00014,same
different,0.24049,0.684,0.70459,different
different,0.2704,0.502,0.72622,different
same,0,0.01,0.00015,same
different,0.24049,0.691,0.70474,different
different,0.2704,0.512,0.72637,different
same,0,0.01,0.00015,same
different,0.24049,0.698,0.70489,different
different,0.2704,0.522,0.72652,different
same,0,0.009,0.00015,same
different,0.24049,0.703,0.70504,different
different,0.2704,0.531,0.72667,different
same,0.21522,0.008,0.00014,same
different,0.02527,0.709,0.70518,different
different,0.05518,0.539,0.72681,different
same,0,0.008,0.00015,same
different,0.02527,0.714,0.70532,different
different,0.05518,0.547,0.72696,different
same,0,0.007,0.00022,same
different,0.02527,0.719,0.70554,different
different,0.05518,0.554,0.72718,different
same,0,0.007,0.00007,same
different,0.02527,0.723,0.70561,different
different,0.05518,0.56,0.72725,different
same,0.19274,0.006,0.00015,same
different,0.83253,0.727,0.70576,different
different,0.13756,0.566,0.72739,different
same,0,0.005,0.00016,same
different,0.83253,0.73,0.70592,different
different,0.13756,0.571,0.72755,different
same,0,0.005,0.00013,same
different,0.83253,0.734,0.70605,different
different,0.13756,0.576,0.72768,different
same,0,0.005,0.00015,same
different,0.83253,0.737,0.7062,different
different,0.13756,0.581,0.72783,different
same,0,0.005,0.00015,same
different,0.83253,0.74,0.70635,different
different,0.13756,0.585,0.72798,different
same,0,0.004,0.00015,same
different,0.83253,0.743,0.7065,different
different,0.13756,0.59,0.72813,different
same,0,0.004,0.00014,same
different,0.83253,0.746,0.70664,different
different,0.13756,0.594,0.72827,different
same,0,0.004,0.00015,same
different,0.83253,0.75,0.70679,different
different,0.13756,0.598,0.72842,different
same,0,0.004,0.00015,same
different,0.83253,0.753,0.70694,different
different,0.13756,0.602,0.72857,different
same,0,0.004,0.00014,same
different,0.83253,0.757,0.70708,different
different,0.13756,0.607,0.72871,different
same,0,0.004,0.00015,same
different,0.83253,0.76,0.70722,different
different,0.13756,0.611,0.72886,different
same,0,0.004,0.00014,same
different,0.83253,0.764,0.70736,different
different,0.13756,0.615,0.729,different
same,0,0.008,0.0003,same
different,0.83253,0.771,0.70766,different
different,0.13756,0.623,0.72929,different
same,0,0.004,0.00015,same
different,0.83253,0.775,0.70781,different
different,0.13756,0.627,0.72944,different
same,0,0.004,0.00015,same
different,0.83253,0.778,0.70796,different
different,0.13756,0.631,0.72959,different
same,0,0.004,0.00014,same
different,0.83253,0.782,0.7081,different
different,0.13756,0.634,0.72973,different
same,0,0.004,0.00014,same
different,0.83253,0.785,0.70824,different
different,0.13756,0.638,0.72987,different
same,0,0.004,0.00015,same
different,0.83253,0.788,0.70839,different
different,0.13756,0.642,0.73002,different
same,0,0.004,0.00015,same
different,0.83253,0.792,0.70854,different
different,0.13756,0.646,0.73017,different
same,0,0.004,0.00015,same
different,0.83253,0.796,0.70869,different
different,0.13756,0.65,0.73032,different
same,0.15959,0.004,0.00014,same
different,0.99212,0.799,0.70883,different
different,0.02203,0.654,0.73046,different
same,0,0.004,0.00015,same
different,0.99212,0.803,0.70897,different
different,0.02203,0.658,0.73061,different
same,0,0.004,0.00015,same
different,0.99212,0.807,0.70912,different
different,0.02203,0.662,0.73075,different
same,0,0.004,0.00014,same
different,0.99212,0.81,0.70926,different
different,0.02203,0.666,0.73089,different
same,0,0.004,0.00015,same
different,0.99212,0.814,0.70941,different
different,0.02203,0.67,0.73104,different
same,0,0.004,0.00022,same
different,0.99212,0.817,0.70963,different
different,0.02203,0.674,0.73126,different
same,0,0.004,0.00007,same
different,0.99212,0.82,0.7097,different
different,0.02203,0.677,0.73133,different
same,0,0.004,0.00015,same
different,0.99212,0.823,0.70985,different
different,0.02203,0.681,0.73148,different
same,0,0.004,0.00016,same
different,0.99212,0.826,0.71001,different
different,0.02203,0.685,0.73164,different
same,0,0.004,0.00013,same
different,0.99212,0.829,0.71014,different
different,0.02203,0.688,0.73177,different
same,0.18473,0.004,0.00015,same
different,0.17685,0.831,0.71029,different
different,0.20676,0.692,0.73192,different
same,0,0.004,0.00015,same
different,0.17685,0.834,0.71044,different
different,0.20676,0.695,0.73207,different
same,0,0.004,0.00015,same
different,0.17685,0.836,0.71058,different
different,0.20676,0.698,0.73222,different
same,0,0.004,0.00014,same
different,0.17685,0.838,0.71072,different
different,0.20676,0.702,0.73236,different
same,0,0.004,0.00015,same
different,0.17685,0.841,0.71087,different
different,0.20676,0.706,0.7325,different
same,0,0,0.00002,same
different,0.17685,0.841,0.71089,different
different,0.20676,0.706,0.73252,different
same,0,0.004,0.00013,same
different,0.17685,0.843,0.71102,different
different,0.20676,0.71,0.73265,different
same,0,0,0.00002,same
different,0.17685,0.843,0.71104,different
different,0.20676,0.71,0.73267,different
same,0,0.004,0.00012,same
different,0.17685,0.845,0.71116,different
different,0.20676,0.714,0.73279,different
same,0,0,0.00011,same
different,0.17685,0.845,0.71127,different
different,0.20676,0.714,0.7329,different
same,0,0.004,0.00004,same
different,0.17685,0.848,0.71131,different
different,0.20676,0.718,0.73294,different
same,0,0,0.00002,same
different,0.17685,0.848,0.71133,different
different,0.20676,0.718,0.73296,different
same,0,0.005,0.00014,same
different,0.17685,0.85,0.71147,different
different,0.20676,0.722,0.7331,different
same,0,0,0.00002,same
different,0.17685,0.85,0.71149,different
different,0.20676,0.722,0.73312,different
same,0,0,0.00002,same
different,0.17685,0.85,0.7115,different
different,0.20676,0.722,0.73313,different
same,0,0.005,0.0001,same
different,0.17685,0.853,0.7116,different
different,0.20676,0.726,0.73323,different
same,0,0,0.00003,same
different,0.17685,0.853,0.71163,different
different,0.20676,0.726,0.73326,different
same,0,0,0.00008,same
different,0.17685,0.853,0.7117,different
different,0.20676,0.726,0.73334,different
same,0,0,0.00003,same
different,0.17685,0.853,0.71173,different
different,0.20676,0.726,0.73336,different
same,0,0.005,0.00003,same
different,0.17685,0.855,0.71176,different
different,0.20676,0.73,0.73339,different
same,0,0,0.00001,same
different,0.17685,0.855,0.71177,different
different,0.20676,0.73,0.7334,different
same,0,0,0.00002,same
different,0.17685,0.855,0.71178,different
different,0.20676,0.73,0.73342,different
same,0.17161,0.005,0.00019,same
different,0.34846,0.857,0.71198,different
different,0.37837,0.734,0.73361,different
same,0,0,0.00002,same
different,0.34846,0.857,0.71199,different
different,0.37837,0.734,0.73363,different
same,0,0.005,0.00004,same
different,0.34846,0.859,0.71204,different
different,0.37837,0.738,0.73367,different
same,0,0,0.00002,same
different,0.34846,0.859,0.71205,different
different,0.37837,0.738,0.73369,different
same,0,0.005,0.00014,same
different,0.34846,0.861,0.71219,different
different,0.37837,0.741,0.73383,different
same,0,0,0.00002,same
different,0.34846,0.861,0.71221,different
different,0.37837,0.741,0.73384,different
same,0,0.005,0.00012,same
different,0.34846,0.863,0.71233,different
different,0.37837,0.745,0.73397,different
same,0,0,0.00002,same
different,0.34846,0.863,0.71235,different
different,0.37837,0.745,0.73398,different
same,0,0.004,0.00012,same
different,0.34846,0.865,0.71247,different
different,0.37837,0.748,0.73411,different
same,0,0,0.00002,same
different,0.34846,0.865,0.71249,different
different,0.37837,0.748,0.73412,different
same,0,0,0.00002,same
different,0.34846,0.865,0.71251,different
different,0.37837,0.748,0.73414,different
same,0,0.004,0.00011,same
different,0.34846,0.866,0.71262,different
different,0.37837,0.752,0.73426,different
same,0,0,0.00002,same
different,0.34846,0.866,0.71264,different
different,0.37837,0.752,0.73427,different
same,0,0.004,0.00013,same
different,0.34846,0.868,0.71277,different
different,0.37837,0.755,0.7344,different
same,0,0,0.00002,same
different,0.34846,0.868,0.71279,different
different,0.37837,0.755,0.73442,different
same,0,0.004,0.00021,same
different,0.34846,0.869,0.713,different
different,0.37837,0.758,0.73463,different
same,0,0,0.00002,same
different,0.34846,0.869,0.71302,different
different,0.37837,0.758,0.73465,different
same,0.15062,0.004,0.00004,same
different,0.49908,0.87,0.71306,different
different,0.52899,0.761,0.73469,different
same,0,0,0.00003,same
different,0.49908,0.87,0.71309,different
different,0.52899,0.761,0.73472,different
same,0,0.004,0.00012,same
different,0.49908,0.871,0.71321,different
different,0.52899,0.764,0.73484,different
same,0,0.004,0.00014,same
different,0.49908,0.872,0.71335,different
different,0.52899,0.767,0.73498,different
same,0,0.004,0.00015,same
different,0.49908,0.873,0.7135,different
different,0.52899,0.77,0.73513,different
same,0,0.004,0.00015,same
different,0.49908,0.874,0.71365,different
different,0.52899,0.773,0.73528,different
same,0,0.005,0.00014,same
different,0.49908,0.875,0.71379,different
different,0.52899,0.776,0.73542,different
same,0,0.005,0.00015,same
different,0.49908,0.876,0.71394,different
different,0.52899,0.779,0.73557,different
same,0.16982,0.004,0.00015,same
different,0.6689,0.876,0.71408,different
different,0.69881,0.781,0.73572,different
same,0,0.005,0.00015,same
different,0.6689,0.877,0.71423,different
different,0.69881,0.784,0.73587,different
same,0,0.005,0.00014,same
different,0.6689,0.878,0.71437,different
different,0.69881,0.787,0.73601,different
same,0,0.005,0.00015,same
different,0.6689,0.879,0.71452,different
different,0.69881,0.79,0.73615,different
same,0,0.005,0.00022,same
different,0.6689,0.88,0.71474,different
different,0.69881,0.793,0.73637,different
same,0,0.005,0.00008,same
different,0.6689,0.881,0.71482,different
different,0.69881,0.796,0.73645,different
same,0,0.005,0.00016,same
different,0.6689,0.882,0.71498,different
different,0.69881,0.799,0.73661,different
same,0,0.005,0.00014,same
different,0.6689,0.883,0.71512,different
different,0.69881,0.802,0.73675,different
same,0,0.005,0.00013,same
different,0.6689,0.884,0.71525,different
different,0.69881,0.805,0.73688,different
same,0,0.005,0.00015,same
different,0.6689,0.885,0.7154,different
different,0.69881,0.808,0.73703,different
same,0,0.004,0.00014,same
different,0.6689,0.887,0.71554,different
different,0.69881,0.811,0.73717,different
same,0,0.004,0.00016,same
different,0.6689,0.888,0.71569,different
different,0.69881,0.814,0.73733,different
same,0,0.004,0.00014,same
different,0.6689,0.889,0.71583,different
different,0.69881,0.817,0.73747,different
same,0,0.004,0.00015,same
different,0.6689,0.89,0.71598,different
different,0.69881,0.82,0.73762,different
same,0,0.004,0.00015,same
different,0.6689,0.891,0.71613,different
different,0.69881,0.823,0.73776,different
same,0,0.004,0.00014,same
different,0.6689,0.892,0.71627,different
different,0.69881,0.825,0.7379,different
same,0,0.003,0.00015,same
different,0.6689,0.893,0.71642,different
different,0.69881,0.828,0.73805,different
same,0,0.003,0.00014,same
different,0.6689,0.894,0.71656,different
different,0.69881,0.83,0.73819,different
same,0,0.006,0.0003,same
different,0.6689,0.896,0.71686,different
different,0.69881,0.834,0.73849,different
same,0,0.003,0.00014,same
different,0.6689,0.897,0.717,different
different,0.69881,0.836,0.73863,different
same,0,0.002,0.00016,same
different,0.6689,0.897,0.71716,different
different,0.69881,0.838,0.73879,different
same,0,0.002,0.00014,same
different,0.6689,0.898,0.7173,different
different,0.69881,0.839,0.73893,different
same,0,0.002,0.00015,same
different,0.6689,0.899,0.71744,different
different,0.69881,0.84,0.73908,different
same,0,0.001,0.00014,same
different,0.6689,0.899,0.71758,different
different,0.69881,0.842,0.73922,different
same,0,0.001,0.00015,same
different,0.6689,0.9,0.71773,different
different,0.69881,0.843,0.73937,different
same,0,0,0.00014,same
different,0.6689,0.9,0.71787,different
different,0.69881,0.843,0.73951,different
same,0,0.002,0.00015,same
different,0.6689,0.9,0.71802,different
different,0.69881,0.844,0.73965,different
same,0.29262,0.594,0.02176,different
different,0.37628,0.319,0.73979,different
different,0.59381,0.489,0.76142,different
same,0,0,0.00014,same
different,0.37628,0.319,0.73993,different
different,0.59381,0.489,0.76156,different
